scenario,date,pair,case,label,subject_id,window_duration,start_time,end_time,fullbody_onset_time,fullbody_onset_delta_t,fullbody_onset_z_score,hands_onset_time,hands_onset_delta_t,hands_onset_z_score,upper_body_onset_time,upper_body_onset_delta_t,upper_body_onset_z_score,head_onset_time,head_onset_delta_t,head_onset_z_score
13,20231208,005-006,A,0,006,1.0,21.7,22.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,A,0,006,1.0,23.3,24.3,23.831,0.469,2.718,23.831,0.469,2.266,23.831,0.469,2.368,-1.0,-1.0,-1.0
13,20231208,005-006,A,0,006,1.0,26.2,27.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,6,1.0,28.5,29.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,D,0,005,1.0,30.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.03,0.97,2.689
13,20231208,005-006,C,1,5,1.0,36.4,37.4,36.53,0.87,2.13,36.53,0.87,2.706,36.53,0.87,2.471,-1.0,-1.0,-1.0
13,20231208,005-006,D,0,006,1.0,39.5,40.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,A,0,006,1.0,41.7,42.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,A,0,006,1.0,46.3,47.3,46.895,0.405,3.497,46.895,0.405,3.363,46.862,0.438,2.3,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,6,1.0,47.9,48.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,5,1.0,49.8,50.8,49.928,0.872,2.229,49.962,0.838,2.087,49.928,0.872,2.583,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,6,1.0,50.8,51.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,5,1.0,52.1,53.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,6,1.0,53.1,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,5,1.0,54.0,54.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,1.0,9.4,10.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,1.0,10.7,11.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,1.0,18.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,1.0,22.3,23.3,22.798,0.502,3.247,22.798,0.502,2.398,22.798,0.502,2.058,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,1.0,23.3,23.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,1.0,24.2,25.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,1.0,25.2,26.0,25.897,0.103,3.167,25.897,0.103,2.787,25.897,0.103,3.256,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,1.0,26.5,27.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,D,0,008,1.0,32.3,33.3,32.63,0.67,2.409,32.63,0.67,2.102,32.63,0.67,2.306,32.963,0.337,2.378
26,20240126,006-008,A,0,008,1.0,35.0,36.0,35.33,0.67,2.224,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,B,1,8,1.0,39.9,40.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,1.0,41.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,D,0,008,1.0,43.3,44.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,A,0,008,1.0,49.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,B,1,8,1.0,50.2,51.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,1.0,2.5,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,1.0,4.3,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.299,0.001,2.562
27,20231208,005-006,B,1,6,1.0,5.7,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,1.0,6.7,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,006,1.0,7.3,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,006,1.0,8.8,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,B,1,6,1.0,13.0,14.0,13.299,0.701,3.224,13.032,0.968,2.681,13.032,0.968,2.362,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.0,14.8,15.8,-1.0,-1.0,-1.0,15.065,0.735,2.536,15.065,0.735,2.102,-1.0,-1.0,-1.0
27,20231208,005-006,A,0,005,1.0,16.5,17.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,1.0,19.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,1.0,20.1,21.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,D,0,008,1.0,21.5,22.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,1.0,22.5,23.5,23.298,0.202,2.666,23.298,0.202,2.78,23.264,0.236,2.245,23.264,0.236,2.783
27,20240126,006-008,B,1,6,1.0,23.5,24.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,1.0,25.4,26.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.0,28.8,29.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,1.0,31.5,32.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,1.0,37.7,38.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.0,41.1,42.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,1.0,42.2,43.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,A,0,005,1.0,46.1,47.1,46.429,0.671,2.634,46.429,0.671,3.038,46.429,0.671,2.923,46.195,0.905,2.056
27,20231208,005-006,A,0,005,1.0,47.5,48.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,D,0,005,1.0,50.4,51.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.0,52.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,1.0,53.2,54.2,-1.0,-1.0,-1.0,53.995,0.205,2.612,53.995,0.205,2.056,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.0,55.5,56.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.0,56.7,57.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,1.0,59.9,60.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.0,60.9,61.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.0,62.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,1.0,63.5,64.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.0,65.6,66.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,1.0,66.6,67.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.0,68.3,69.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.0,72.7,73.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,1.0,79.6,80.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.0,81.5,82.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.0,82.8,83.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.0,85.0,86.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,1.0,86.0,86.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,1.0,2.3,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,6,1.0,6.1,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,1.0,13.3,14.3,13.332,0.968,3.963,13.332,0.968,3.701,13.332,0.968,3.951,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,1.0,15.2,16.2,15.265,0.935,2.364,15.265,0.935,2.953,15.265,0.935,2.71,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,8,1.0,18.8,19.8,18.831,0.969,2.354,18.898,0.902,2.324,18.831,0.969,2.065,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,1.0,21.7,22.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,1.0,24.2,25.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,1.0,27.2,28.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,8,1.0,34.2,35.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,1.0,35.9,36.9,35.996,0.904,2.404,35.996,0.904,3.227,35.996,0.904,2.778,-1.0,-1.0,-1.0
28,20240126,006-008,D,0,008,1.0,44.2,45.2,44.362,0.838,2.343,44.362,0.838,2.363,44.362,0.838,2.276,-1.0,-1.0,-1.0
28,20240126,006-008,A,0,008,1.0,46.0,47.0,46.129,0.871,2.041,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,D,0,008,1.0,4.4,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.0,6.1,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.0,9.7,10.7,10.432,0.268,6.071,10.432,0.268,6.212,10.432,0.268,6.026,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.0,15.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.0,16.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.0,19.1,20.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.0,21.2,22.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.0,24.4,25.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.0,25.4,26.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.0,27.8,28.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,D,0,008,1.0,28.9,29.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.0,31.5,32.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.0,33.9,34.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.0,35.9,36.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.0,37.8,38.8,-1.0,-1.0,-1.0,38.03,0.77,2.071,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,8,1.0,41.9,42.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,006,1.0,43.3,44.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.0,46.3,47.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.0,49.3,50.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.0,53.9,54.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.0,54.9,55.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,D,0,008,1.0,1.9,2.9,2.833,0.067,3.019,2.833,0.067,2.787,2.833,0.067,2.85,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,6,1.0,3.4,4.4,3.8,0.6,2.288,3.733,0.667,2.292,3.8,0.6,2.344,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,1.0,4.4,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,D,0,006,1.0,9.7,10.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,6,1.0,12.5,13.5,12.999,0.501,2.72,12.999,0.501,2.768,12.999,0.501,2.247,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,1.0,15.8,16.8,16.698,0.102,2.737,16.698,0.102,2.044,16.698,0.102,2.365,16.665,0.135,2.737
30,20240126,006-008,B,1,6,1.0,17.3,18.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,1.0,19.3,20.3,19.465,0.835,2.021,19.431,0.869,2.144,19.431,0.869,2.071,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,8,1.0,23.3,24.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.231,0.069,2.076
30,20240126,006-008,C,1,6,1.0,26.2,27.2,27.097,0.103,3.75,27.097,0.103,5.301,27.097,0.103,4.29,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,1.0,27.2,27.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,006,1.0,27.8,28.8,28.53,0.27,3.084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,6,1.0,34.8,35.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,1.0,38.4,39.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,6,1.0,40.6,41.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,1.0,47.3,48.3,48.262,0.038,3.2,48.262,0.038,3.48,48.262,0.038,3.371,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,1.0,55.2,56.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,1.0,1.7,2.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.0,4.2,5.2,5.166,0.034,2.132,5.166,0.034,2.859,5.166,0.034,2.551,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,1.0,6.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.0,7.5,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,1.0,8.1,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,6,1.0,10.3,11.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,1.0,20.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.0,23.5,24.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,1.0,28.0,29.0,28.464,0.536,2.269,28.464,0.536,2.367,28.464,0.536,2.419,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,1.0,29.8,30.8,29.997,0.803,3.094,29.997,0.803,3.409,29.997,0.803,3.28,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.0,30.8,31.6,31.23,0.37,2.202,31.097,0.503,2.244,31.23,0.37,2.61,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,1.0,33.9,34.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.0,34.9,35.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,1.0,41.2,42.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.0,43.6,44.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,1.0,47.7,48.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,1.0,50.3,51.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,1.0,57.6,58.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,6,1.0,58.9,59.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,20240126,006-008,C,1,8,1.0,2.6,3.4,2.8,0.6,6.562,2.8,0.6,6.575,2.8,0.6,6.451,-1.0,-1.0,-1.0
32,20240126,006-008,B,1,6,1.0,5.5,6.5,5.766,0.734,2.167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,20240126,006-008,C,1,8,1.0,7.7,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
