scenario,date,pair,case,label,subject_id,window_duration,shift_tau,start_time,end_time
27,20240126,006-008,A,0,008,3.0,1.0,56.9,59.9
27,20240126,006-008,C,1,8,3.0,1.0,57.5,60.5
27,20240126,006-008,B,1,6,3.0,1.0,59.0,62.0
27,20240126,006-008,A,0,008,3.0,1.0,60.5,63.5
27,20240126,006-008,C,1,8,3.0,1.0,62.6,65.6
27,20240126,006-008,C,1,6,3.0,1.0,63.2,66.2
27,20240126,006-008,C,1,8,3.0,1.0,65.3,68.3
27,20240126,006-008,B,1,6,3.0,1.0,69.7,72.7
27,20240126,006-008,B,1,8,3.0,1.0,76.6,79.6
27,20240126,006-008,B,1,6,3.0,1.0,78.5,81.5
27,20240126,006-008,C,1,8,3.0,1.0,79.8,82.8
27,20240126,006-008,B,1,6,3.0,1.0,82.0,85.0
27,20240126,006-008,B,1,8,3.0,1.0,82.9,85.9
28,20240126,006-008,B,1,6,3.0,1.0,3.1,6.1
28,20240126,006-008,C,1,8,3.0,1.0,10.3,13.3
28,20240126,006-008,C,1,6,3.0,1.0,12.2,15.2
28,20240126,006-008,B,1,8,3.0,1.0,15.8,18.8
28,20240126,006-008,C,1,6,3.0,1.0,18.7,21.7
28,20240126,006-008,C,1,8,3.0,1.0,21.2,24.2
28,20240126,006-008,C,1,6,3.0,1.0,24.2,27.2
28,20240126,006-008,B,1,8,3.0,1.0,31.2,34.2
28,20240126,006-008,C,1,6,3.0,1.0,32.9,35.9
28,20240126,006-008,D,0,008,3.0,1.0,41.2,44.2
28,20240126,006-008,A,0,008,3.0,1.0,43.0,46.0
29,20240126,006-008,D,0,008,3.0,1.0,1.4,4.4
29,20240126,006-008,A,0,008,3.0,1.0,3.1,6.1
29,20240126,006-008,A,0,008,3.0,1.0,6.7,9.7
29,20240126,006-008,A,0,008,3.0,1.0,12.0,15.0
29,20240126,006-008,A,0,008,3.0,1.0,13.0,16.0
29,20240126,006-008,C,1,8,3.0,1.0,16.1,19.1
29,20240126,006-008,B,1,6,3.0,1.0,18.2,21.2
29,20240126,006-008,C,1,8,3.0,1.0,21.4,24.4
29,20240126,006-008,B,1,6,3.0,1.0,22.2,25.2
29,20240126,006-008,A,0,008,3.0,1.0,24.8,27.8
29,20240126,006-008,D,0,008,3.0,1.0,25.9,28.9
29,20240126,006-008,C,1,8,3.0,1.0,28.5,31.5
29,20240126,006-008,B,1,6,3.0,1.0,30.9,33.9
29,20240126,006-008,C,1,8,3.0,1.0,32.9,35.9
29,20240126,006-008,B,1,6,3.0,1.0,34.8,37.8
29,20240126,006-008,B,1,8,3.0,1.0,38.9,41.9
29,20240126,006-008,A,0,006,3.0,1.0,40.3,43.3
29,20240126,006-008,B,1,6,3.0,1.0,43.3,46.3
29,20240126,006-008,A,0,008,3.0,1.0,46.3,49.3
29,20240126,006-008,A,0,008,3.0,1.0,50.9,53.9
29,20240126,006-008,C,1,8,3.0,1.0,51.8,54.8
30,20240126,006-008,C,1,6,3.0,1.0,0.4,3.4
30,20240126,006-008,C,1,8,3.0,1.0,0.9,3.9
30,20240126,006-008,D,0,006,3.0,1.0,6.7,9.7
30,20240126,006-008,B,1,6,3.0,1.0,9.5,12.5
30,20240126,006-008,C,1,8,3.0,1.0,12.8,15.8
30,20240126,006-008,B,1,6,3.0,1.0,14.3,17.3
30,20240126,006-008,A,0,008,3.0,1.0,16.3,19.3
30,20240126,006-008,B,1,8,3.0,1.0,20.3,23.3
30,20240126,006-008,C,1,6,3.0,1.0,23.2,26.2
30,20240126,006-008,C,1,8,3.0,1.0,23.6,26.6
30,20240126,006-008,A,0,006,3.0,1.0,24.8,27.8
30,20240126,006-008,C,1,6,3.0,1.0,31.8,34.8
30,20240126,006-008,C,1,8,3.0,1.0,35.4,38.4
30,20240126,006-008,B,1,6,3.0,1.0,37.6,40.6
30,20240126,006-008,A,0,008,3.0,1.0,44.3,47.3
30,20240126,006-008,A,0,008,3.0,1.0,52.2,55.2
31,20240126,006-008,C,1,6,3.0,1.0,1.2,4.2
31,20240126,006-008,C,1,8,3.0,1.0,3.5,6.5
31,20240126,006-008,C,1,6,3.0,1.0,3.9,6.9
31,20240126,006-008,C,1,8,3.0,1.0,5.1,8.1
31,20240126,006-008,B,1,6,3.0,1.0,7.3,10.3
31,20240126,006-008,B,1,8,3.0,1.0,17.0,20.0
31,20240126,006-008,C,1,6,3.0,1.0,20.5,23.5
31,20240126,006-008,A,0,008,3.0,1.0,25.0,28.0
31,20240126,006-008,B,1,8,3.0,1.0,26.8,29.8
31,20240126,006-008,C,1,6,3.0,1.0,27.6,30.6
31,20240126,006-008,B,1,8,3.0,1.0,30.9,33.9
31,20240126,006-008,C,1,6,3.0,1.0,31.8,34.8
31,20240126,006-008,C,1,8,3.0,1.0,38.2,41.2
31,20240126,006-008,C,1,6,3.0,1.0,40.6,43.6
31,20240126,006-008,A,0,008,3.0,1.0,44.7,47.7
31,20240126,006-008,A,0,008,3.0,1.0,47.3,50.3
31,20240126,006-008,B,1,8,3.0,1.0,54.6,57.6
31,20240126,006-008,B,1,6,3.0,1.0,55.9,58.9
32,20240126,006-008,B,1,6,3.0,1.0,2.5,5.5
32,20240126,006-008,C,1,8,3.0,1.0,4.7,7.7
32,20240126,006-008,B,1,6,3.0,1.0,7.4,10.4
32,20240126,006-008,A,0,008,3.0,1.0,9.0,12.0
32,20240126,006-008,C,1,8,3.0,1.0,12.7,15.7
32,20240126,006-008,C,1,6,3.0,1.0,16.3,19.3
32,20240126,006-008,D,0,008,3.0,1.0,19.4,22.4
32,20240126,006-008,B,1,8,3.0,1.0,21.6,24.6
32,20240126,006-008,C,1,6,3.0,1.0,22.3,25.3
32,20240126,006-008,C,1,8,3.0,1.0,24.4,27.4
32,20240126,006-008,C,1,6,3.0,1.0,33.3,36.3
32,20240126,006-008,C,1,8,3.0,1.0,37.1,40.1
32,20240126,006-008,A,0,006,3.0,1.0,38.2,41.2
32,20240126,006-008,B,1,6,3.0,1.0,39.6,42.6
32,20240126,006-008,A,0,008,3.0,1.0,41.5,44.5
32,20240126,006-008,A,0,008,3.0,1.0,47.2,50.2
32,20240126,006-008,B,1,8,3.0,1.0,48.4,51.4
32,20240126,006-008,A,0,006,3.0,1.0,49.4,52.4
32,20240126,006-008,A,0,006,3.0,1.0,51.6,54.6
33,20240126,006-008,B,1,6,3.0,1.0,1.1,4.1
33,20240126,006-008,A,0,008,3.0,1.0,6.6,9.6
33,20240126,006-008,C,1,8,3.0,1.0,8.0,11.0
33,20240126,006-008,C,1,6,3.0,1.0,9.1,12.1
33,20240126,006-008,A,0,008,3.0,1.0,10.8,13.8
33,20240126,006-008,A,0,008,3.0,1.0,14.1,17.1
33,20240126,006-008,A,0,008,3.0,1.0,18.4,21.4
33,20240126,006-008,C,1,8,3.0,1.0,19.4,22.4
33,20240126,006-008,C,1,6,3.0,1.0,23.4,26.4
33,20240126,006-008,A,0,008,3.0,1.0,34.4,37.4
33,20240126,006-008,A,0,008,3.0,1.0,45.7,48.7
33,20240126,006-008,C,1,8,3.0,1.0,46.5,49.5
33,20240126,006-008,C,1,6,3.0,1.0,48.2,51.2
33,20240126,006-008,D,0,008,3.0,1.0,54.0,57.0
33,20240126,006-008,B,1,8,3.0,1.0,56.1,59.1
33,20240126,006-008,B,1,6,3.0,1.0,58.2,61.2
33,20240126,006-008,C,1,8,3.0,1.0,60.0,63.0
33,20240126,006-008,C,1,6,3.0,1.0,60.4,63.4
33,20240126,006-008,A,0,008,3.0,1.0,61.3,64.3
33,20240126,006-008,C,1,8,3.0,1.0,64.2,67.2
33,20240126,006-008,A,0,006,3.0,1.0,69.4,72.4
34,20240126,006-008,C,1,6,3.0,1.0,9.6,12.6
34,20240126,006-008,C,1,8,3.0,1.0,14.4,17.4
34,20240126,006-008,C,1,6,3.0,1.0,15.6,18.6
34,20240126,006-008,D,0,008,3.0,1.0,15.9,18.9
34,20240126,006-008,A,0,008,3.0,1.0,17.0,20.0
34,20240126,006-008,A,0,008,3.0,1.0,18.5,21.5
34,20240126,006-008,A,0,008,3.0,1.0,19.5,22.5
34,20240126,006-008,A,0,008,3.0,1.0,20.8,23.8
34,20240126,006-008,A,0,008,3.0,1.0,22.1,25.1
34,20240126,006-008,A,0,008,3.0,1.0,24.7,27.7
34,20240126,006-008,A,0,008,3.0,1.0,26.0,29.0
34,20240126,006-008,D,0,008,3.0,1.0,27.2,30.2
34,20240126,006-008,C,1,8,3.0,1.0,30.1,33.1
34,20240126,006-008,A,0,006,3.0,1.0,32.5,35.5
34,20240126,006-008,B,1,6,3.0,1.0,33.6,36.6
34,20240126,006-008,A,0,008,3.0,1.0,36.2,39.2
34,20240126,006-008,A,0,008,3.0,1.0,39.3,42.3
34,20240126,006-008,D,0,008,3.0,1.0,40.3,43.3
34,20240126,006-008,C,1,8,3.0,1.0,45.5,48.5
34,20240126,006-008,C,1,6,3.0,1.0,50.6,53.6
34,20240126,006-008,A,0,008,3.0,1.0,51.8,54.8
34,20240126,006-008,C,1,8,3.0,1.0,52.7,55.7
34,20240126,006-008,B,1,6,3.0,1.0,57.4,60.4
34,20240126,006-008,A,0,008,3.0,1.0,61.7,64.7
35,20240126,006-008,A,0,008,3.0,1.0,0.0,3.0
35,20240126,006-008,C,1,8,3.0,1.0,1.1,4.1
35,20240126,006-008,C,1,6,3.0,1.0,1.7,4.7
35,20240126,006-008,B,1,8,3.0,1.0,4.3,7.3
35,20240126,006-008,B,1,6,3.0,1.0,7.9,10.9
35,20240126,006-008,B,1,8,3.0,1.0,12.7,15.7
35,20240126,006-008,C,1,6,3.0,1.0,13.5,16.5
35,20240126,006-008,C,1,8,3.0,1.0,14.9,17.9
35,20240126,006-008,A,0,006,3.0,1.0,17.8,20.8
35,20240126,006-008,A,0,006,3.0,1.0,20.5,23.5
35,20240126,006-008,C,1,6,3.0,1.0,20.7,23.7
35,20240126,006-008,B,1,8,3.0,1.0,22.3,25.3
35,20240126,006-008,A,0,006,3.0,1.0,22.9,25.9
35,20240126,006-008,A,0,006,3.0,1.0,24.6,27.6
35,20240126,006-008,A,0,006,3.0,1.0,40.3,43.3
35,20240126,006-008,C,1,6,3.0,1.0,42.5,45.5
35,20240126,006-008,C,1,8,3.0,1.0,44.2,47.2
35,20240126,006-008,B,1,6,3.0,1.0,45.7,48.7
35,20240126,006-008,B,1,8,3.0,1.0,47.3,50.3
35,20240126,006-008,C,1,6,3.0,1.0,49.8,52.8
35,20240126,006-008,C,1,8,3.0,1.0,51.1,54.1
36,20240126,006-008,C,1,6,3.0,1.0,8.9,11.9
36,20240126,006-008,B,1,8,3.0,1.0,11.1,14.1
36,20240126,006-008,A,0,006,3.0,1.0,17.0,20.0
36,20240126,006-008,C,1,6,3.0,1.0,17.0,20.0
36,20240126,006-008,C,1,8,3.0,1.0,17.4,20.4
36,20240126,006-008,C,1,6,3.0,1.0,18.7,21.7
36,20240126,006-008,D,0,008,3.0,1.0,22.5,25.5
36,20240126,006-008,A,0,008,3.0,1.0,23.5,26.5
36,20240126,006-008,C,1,8,3.0,1.0,24.0,27.0
36,20240126,006-008,C,1,6,3.0,1.0,24.2,27.2
36,20240126,006-008,C,1,8,3.0,1.0,24.4,27.4
36,20240126,006-008,C,1,6,3.0,1.0,24.7,27.7
36,20240126,006-008,A,0,008,3.0,1.0,27.1,30.1
36,20240126,006-008,A,0,008,3.0,1.0,31.6,34.6
36,20240126,006-008,A,0,008,3.0,1.0,39.2,42.2
36,20240126,006-008,A,0,008,3.0,1.0,42.2,45.2
36,20240126,006-008,A,0,008,3.0,1.0,45.4,48.4
36,20240126,006-008,A,0,008,3.0,1.0,55.4,58.4
36,20240126,006-008,A,0,008,3.0,1.0,57.7,60.7
37,20240126,006-008,B,1,6,3.0,1.0,0.4,3.4
37,20240126,006-008,B,1,8,3.0,1.0,1.3,4.3
37,20240126,006-008,C,1,6,3.0,1.0,4.6,7.6
37,20240126,006-008,A,0,008,3.0,1.0,11.3,14.3
37,20240126,006-008,C,1,8,3.0,1.0,14.5,17.5
37,20240126,006-008,C,1,6,3.0,1.0,17.9,20.9
37,20240126,006-008,C,1,8,3.0,1.0,21.6,24.6
37,20240126,006-008,C,1,6,3.0,1.0,23.6,26.6
37,20240126,006-008,C,1,8,3.0,1.0,24.3,27.3
37,20240126,006-008,C,1,6,3.0,1.0,24.7,27.7
37,20240126,006-008,C,1,8,3.0,1.0,25.0,28.0
37,20240126,006-008,C,1,6,3.0,1.0,26.0,29.0
37,20240126,006-008,D,0,008,3.0,1.0,30.5,33.5
37,20240126,006-008,C,1,8,3.0,1.0,38.7,41.7
37,20240126,006-008,C,1,6,3.0,1.0,41.1,44.1
37,20240126,006-008,A,0,008,3.0,1.0,47.1,50.1
38,20240126,006-008,A,0,006,3.0,1.0,0.7,3.7
38,20240126,006-008,B,1,6,3.0,1.0,1.8,4.8
38,20240126,006-008,A,0,008,3.0,1.0,3.9,6.9
38,20240126,006-008,C,1,8,3.0,1.0,4.1,7.1
38,20240126,006-008,C,1,6,3.0,1.0,5.0,8.0
38,20240126,006-008,B,1,8,3.0,1.0,5.8,8.8
38,20240126,006-008,C,1,6,3.0,1.0,6.7,9.7
38,20240126,006-008,A,0,008,3.0,1.0,10.0,13.0
38,20240126,006-008,A,0,008,3.0,1.0,14.6,17.6
38,20240126,006-008,A,0,008,3.0,1.0,16.5,19.5
38,20240126,006-008,B,1,8,3.0,1.0,17.6,20.6
38,20240126,006-008,C,1,6,3.0,1.0,20.8,23.8
38,20240126,006-008,C,1,8,3.0,1.0,27.6,30.6
38,20240126,006-008,C,1,6,3.0,1.0,29.1,32.1
38,20240126,006-008,C,1,8,3.0,1.0,33.7,36.7
38,20240126,006-008,C,1,6,3.0,1.0,38.2,41.2
38,20240126,006-008,A,0,008,3.0,1.0,38.9,41.9
38,20240126,006-008,A,0,008,3.0,1.0,41.0,44.0
38,20240126,006-008,B,1,8,3.0,1.0,43.2,46.2
38,20240126,006-008,C,1,6,3.0,1.0,48.3,51.3
38,20240126,006-008,A,0,008,3.0,1.0,51.0,54.0
39,20231208,005-006,B,1,6,3.0,1.0,0.2,3.2
39,20231208,005-006,B,1,5,3.0,1.0,2.0,5.0
39,20231208,005-006,B,1,6,3.0,1.0,4.1,7.1
39,20231208,005-006,C,1,5,3.0,1.0,8.6,11.6
39,20231208,005-006,C,1,6,3.0,1.0,10.9,13.9
39,20231208,005-006,B,1,5,3.0,1.0,14.0,17.0
39,20231208,005-006,C,1,6,3.0,1.0,17.2,20.2
39,20231208,005-006,C,1,5,3.0,1.0,18.6,21.6
39,20231208,005-006,C,1,6,3.0,1.0,19.1,22.1
39,20231208,005-006,C,1,5,3.0,1.0,21.6,24.6
39,20231208,005-006,C,1,6,3.0,1.0,27.9,30.9
39,20231208,005-006,C,1,5,3.0,1.0,29.4,32.4
39,20231208,005-006,C,1,6,3.0,1.0,33.9,36.9
39,20231208,005-006,C,1,5,3.0,1.0,35.3,38.3
39,20231208,005-006,A,0,006,3.0,1.0,37.1,40.1
39,20231208,005-006,C,1,6,3.0,1.0,39.3,42.3
39,20231208,005-006,C,1,5,3.0,1.0,39.7,42.7
39,20231208,005-006,C,1,6,3.0,1.0,42.8,45.8
39,20231208,005-006,C,1,5,3.0,1.0,44.9,47.9
39,20231208,005-006,C,1,6,3.0,1.0,50.0,53.0
39,20231208,005-006,C,1,5,3.0,1.0,50.7,53.7
39,20231208,005-006,C,1,6,3.0,1.0,52.2,55.2
39,20240126,006-008,A,0,008,3.0,1.0,2.5,5.5
39,20240126,006-008,C,1,8,3.0,1.0,6.5,9.5
39,20240126,006-008,C,1,6,3.0,1.0,9.8,12.8
39,20240126,006-008,B,1,8,3.0,1.0,12.1,15.1
39,20240126,006-008,B,1,6,3.0,1.0,16.9,19.9
39,20240126,006-008,A,0,008,3.0,1.0,20.3,23.3
39,20240126,006-008,B,1,8,3.0,1.0,22.7,25.7
39,20240126,006-008,C,1,6,3.0,1.0,26.1,29.1
39,20240126,006-008,C,1,8,3.0,1.0,28.8,31.8
39,20240126,006-008,C,1,6,3.0,1.0,29.3,32.3
39,20240126,006-008,C,1,8,3.0,1.0,38.1,41.1
39,20240126,006-008,C,1,6,3.0,1.0,40.5,43.5
39,20240126,006-008,B,1,8,3.0,1.0,44.2,47.2
39,20240126,006-008,C,1,6,3.0,1.0,44.2,47.2
39,20240126,006-008,A,0,008,3.0,1.0,50.0,53.0
39,20240126,006-008,A,0,008,3.0,1.0,51.0,54.0
39,20240126,006-008,C,1,8,3.0,1.0,54.3,57.3
39,20240126,006-008,C,1,6,3.0,1.0,56.6,59.6
40,20240126,006-008,A,0,008,3.0,1.0,0.3,3.3
40,20240126,006-008,C,1,8,3.0,1.0,0.7,3.7
40,20240126,006-008,C,1,6,3.0,1.0,1.0,4.0
40,20240126,006-008,A,0,008,3.0,1.0,3.2,6.2
40,20240126,006-008,C,1,8,3.0,1.0,5.1,8.1
40,20240126,006-008,C,1,6,3.0,1.0,14.3,17.3
40,20240126,006-008,A,0,008,3.0,1.0,15.5,18.5
40,20240126,006-008,C,1,8,3.0,1.0,17.5,20.5
40,20240126,006-008,B,1,6,3.0,1.0,18.2,21.2
40,20240126,006-008,C,1,8,3.0,1.0,25.1,28.1
40,20240126,006-008,A,0,006,3.0,1.0,27.9,30.9
40,20240126,006-008,A,0,006,3.0,1.0,29.3,32.3
40,20240126,006-008,B,1,6,3.0,1.0,31.6,34.6
40,20240126,006-008,C,1,8,3.0,1.0,31.9,34.9
40,20240126,006-008,C,1,6,3.0,1.0,36.2,39.2
40,20240126,006-008,C,1,8,3.0,1.0,46.9,49.9
40,20240126,006-008,C,1,6,3.0,1.0,49.0,52.0
40,20240126,006-008,C,1,8,3.0,1.0,49.1,52.1
40,20240126,006-008,C,1,6,3.0,1.0,50.2,53.2
40,20240126,006-008,A,0,008,3.0,1.0,54.8,57.8
41,20240126,006-008,B,1,8,3.0,1.0,4.3,7.3
41,20240126,006-008,C,1,6,3.0,1.0,4.5,7.5
41,20240126,006-008,B,1,8,3.0,1.0,10.5,13.5
41,20240126,006-008,C,1,6,3.0,1.0,11.2,14.2
41,20240126,006-008,A,0,008,3.0,1.0,14.4,17.4
41,20240126,006-008,A,0,008,3.0,1.0,15.4,18.4
41,20240126,006-008,A,0,008,3.0,1.0,17.0,20.0
41,20240126,006-008,C,1,8,3.0,1.0,17.2,20.2
41,20240126,006-008,C,1,6,3.0,1.0,17.7,20.7
41,20240126,006-008,A,0,008,3.0,1.0,19.9,22.9
41,20240126,006-008,A,0,008,3.0,1.0,29.6,32.6
41,20240126,006-008,B,1,8,3.0,1.0,34.0,37.0
41,20240126,006-008,A,0,006,3.0,1.0,40.9,43.9
41,20240126,006-008,A,0,006,3.0,1.0,43.2,46.2
41,20240126,006-008,C,1,6,3.0,1.0,43.3,46.3
41,20240126,006-008,A,0,008,3.0,1.0,46.0,49.0
41,20240126,006-008,A,0,008,3.0,1.0,50.9,53.9
41,20240126,006-008,A,0,008,3.0,1.0,53.0,56.0
41,20240126,006-008,C,1,8,3.0,1.0,54.8,57.8
41,20240126,006-008,A,0,006,3.0,1.0,57.3,60.3
41,20240126,006-008,C,1,6,3.0,1.0,61.2,64.2
41,20240126,006-008,C,1,8,3.0,1.0,62.1,65.1
41,20240126,006-008,C,1,6,3.0,1.0,63.0,66.0
41,20240126,006-008,D,0,008,3.0,1.0,64.8,67.8
41,20240126,006-008,C,1,8,3.0,1.0,65.4,68.4
41,20240126,006-008,B,1,6,3.0,1.0,68.4,71.4
42,20240126,006-008,B,1,8,3.0,1.0,1.5,4.5
42,20240126,006-008,C,1,6,3.0,1.0,4.9,7.9
42,20240126,006-008,A,0,008,3.0,1.0,5.9,8.9
42,20240126,006-008,A,0,008,3.0,1.0,9.3,12.3
42,20240126,006-008,C,1,8,3.0,1.0,10.6,13.6
42,20240126,006-008,B,1,6,3.0,1.0,15.8,18.8
42,20240126,006-008,A,0,008,3.0,1.0,18.2,21.2
42,20240126,006-008,B,1,8,3.0,1.0,22.0,25.0
42,20240126,006-008,B,1,6,3.0,1.0,25.0,28.0
42,20240126,006-008,A,0,008,3.0,1.0,26.3,29.3
42,20240126,006-008,B,1,8,3.0,1.0,29.3,32.3
42,20240126,006-008,C,1,6,3.0,1.0,30.2,33.2
42,20240126,006-008,A,0,008,3.0,1.0,33.0,36.0
42,20240126,006-008,A,0,008,3.0,1.0,35.7,38.7
42,20240126,006-008,C,1,8,3.0,1.0,36.3,39.3
42,20240126,006-008,C,1,6,3.0,1.0,37.5,40.5
42,20240126,006-008,A,0,008,3.0,1.0,39.9,42.9
42,20240126,006-008,D,0,008,3.0,1.0,41.0,44.0
42,20240126,006-008,B,1,8,3.0,1.0,43.2,46.2
42,20240126,006-008,C,1,6,3.0,1.0,47.3,50.3
42,20240126,006-008,A,0,008,3.0,1.0,52.0,55.0
42,20240126,006-008,A,0,008,3.0,1.0,54.9,57.9
42,20240126,006-008,D,0,008,3.0,1.0,57.2,60.2
42,20240126,006-008,A,0,008,3.0,1.0,58.3,61.3
42,20240126,006-008,C,1,8,3.0,1.0,59.5,62.5
42,20240126,006-008,A,0,006,3.0,1.0,63.0,66.0
42,20240126,006-008,B,1,6,3.0,1.0,65.1,68.1
42,20240126,006-008,A,0,008,3.0,1.0,66.4,69.4
42,20240126,006-008,A,0,008,3.0,1.0,67.9,70.9
43,20240126,006-008,A,0,008,3.0,1.0,0.9,3.9
43,20240126,006-008,B,1,8,3.0,1.0,3.1,6.1
43,20240126,006-008,B,1,6,3.0,1.0,5.1,8.1
43,20240126,006-008,B,1,8,3.0,1.0,7.0,10.0
43,20240126,006-008,B,1,6,3.0,1.0,13.1,16.1
43,20240126,006-008,C,1,8,3.0,1.0,13.2,16.2
43,20240126,006-008,B,1,6,3.0,1.0,14.5,17.5
43,20240126,006-008,C,1,8,3.0,1.0,18.3,21.3
43,20240126,006-008,C,1,6,3.0,1.0,22.5,25.5
43,20240126,006-008,B,1,8,3.0,1.0,24.5,27.5
43,20240126,006-008,C,1,6,3.0,1.0,27.8,30.8
43,20240126,006-008,C,1,8,3.0,1.0,29.3,32.3
43,20240126,006-008,B,1,6,3.0,1.0,32.1,35.1
43,20240126,006-008,B,1,8,3.0,1.0,36.9,39.9
43,20240126,006-008,B,1,6,3.0,1.0,41.9,44.9
43,20240126,006-008,A,0,008,3.0,1.0,44.1,47.1
43,20240126,006-008,B,1,8,3.0,1.0,45.6,48.6
43,20240126,006-008,C,1,6,3.0,1.0,50.0,53.0
43,20240126,006-008,B,1,8,3.0,1.0,58.7,61.7
43,20240126,006-008,C,1,6,3.0,1.0,59.6,62.6
43,20240126,006-008,C,1,8,3.0,1.0,61.3,64.3
43,20240126,006-008,B,1,6,3.0,1.0,72.9,75.9
43,20240126,006-008,C,1,8,3.0,1.0,80.0,83.0
43,20240126,006-008,C,1,6,3.0,1.0,80.2,83.2
43,20240126,006-008,C,1,8,3.0,1.0,80.9,83.9
