scenario,date,pair,case,label,subject_id,window_duration,start_time,end_time,fullbody_onset_time,fullbody_onset_delta_t,fullbody_onset_z_score,hands_onset_time,hands_onset_delta_t,hands_onset_z_score,upper_body_onset_time,upper_body_onset_delta_t,upper_body_onset_z_score,head_onset_time,head_onset_delta_t,head_onset_z_score
27,20240126,006-008,B,1,6,0.5,23.7,24.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,0.5,25.9,26.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,0.5,29.3,29.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,0.5,32.0,32.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,0.5,38.2,38.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,0.5,41.6,42.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,0.5,42.7,43.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,A,0,005,0.5,46.6,47.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,A,0,005,0.5,48.0,48.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,D,0,005,0.5,50.9,51.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,0.5,52.5,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,0.5,53.7,54.2,-1.0,-1.0,-1.0,53.995,0.205,2.612,53.995,0.205,2.056,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,0.5,56.0,56.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,0.5,57.2,57.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,0.5,60.4,60.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,0.5,61.0,61.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,0.5,62.5,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,0.5,64.0,64.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,0.5,66.1,66.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,0.5,66.7,67.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,0.5,68.8,69.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,0.5,73.2,73.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,0.5,80.1,80.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,0.5,82.0,82.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,0.5,83.3,83.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,0.5,85.5,86.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,0.5,86.4,86.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,0.5,2.8,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,6,0.5,6.6,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,0.5,13.8,14.3,14.099,0.201,4.986,14.099,0.201,5.171,14.099,0.201,5.104,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,0.5,15.7,16.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,8,0.5,19.3,19.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,0.5,22.2,22.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,0.5,24.7,25.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,0.5,27.7,28.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,8,0.5,34.7,35.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,0.5,36.4,36.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,D,0,008,0.5,44.7,45.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,A,0,008,0.5,46.5,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,D,0,008,0.5,4.9,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,0.5,6.6,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,0.5,10.2,10.7,10.432,0.268,6.071,10.432,0.268,6.212,10.432,0.268,6.026,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,0.5,15.5,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,0.5,16.5,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,0.5,19.6,20.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,0.5,21.7,22.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,0.5,24.9,25.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,0.5,25.7,26.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,0.5,28.3,28.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,D,0,008,0.5,29.4,29.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,0.5,32.0,32.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,0.5,34.4,34.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,0.5,36.4,36.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,0.5,38.3,38.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,8,0.5,42.4,42.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,006,0.5,43.8,44.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,0.5,46.8,47.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,0.5,49.8,50.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,0.5,54.4,54.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,0.5,55.3,55.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,D,0,008,0.5,2.4,2.9,2.833,0.067,3.019,2.833,0.067,2.787,2.833,0.067,2.85,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,6,0.5,3.9,4.4,-1.0,-1.0,-1.0,3.933,0.467,2.4,3.933,0.467,2.014,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,0.5,4.4,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,D,0,006,0.5,10.2,10.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,6,0.5,13.0,13.5,13.032,0.468,4.454,13.032,0.468,3.431,13.032,0.468,2.788,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,0.5,16.3,16.8,16.698,0.102,2.737,16.698,0.102,2.044,16.698,0.102,2.365,16.665,0.135,2.737
30,20240126,006-008,B,1,6,0.5,17.8,18.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,0.5,19.8,20.3,19.865,0.435,5.683,19.865,0.435,6.314,19.865,0.435,5.961,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,8,0.5,23.8,24.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.231,0.069,2.076
30,20240126,006-008,C,1,6,0.5,26.7,27.2,27.097,0.103,3.75,27.097,0.103,5.301,27.097,0.103,4.29,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,0.5,27.2,27.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,006,0.5,28.3,28.8,28.53,0.27,3.084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,6,0.5,35.3,35.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,0.5,38.9,39.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,6,0.5,41.1,41.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,0.5,47.8,48.3,48.262,0.038,3.2,48.262,0.038,3.48,48.262,0.038,3.371,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,0.5,55.7,56.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,0.5,1.8,2.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,0.5,4.7,5.2,5.166,0.034,2.132,5.166,0.034,2.859,5.166,0.034,2.551,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,0.5,7.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,0.5,7.5,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,0.5,8.6,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,6,0.5,10.8,11.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,0.5,20.5,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,0.5,24.0,24.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,0.5,28.5,29.0,28.53,0.47,2.365,28.53,0.47,2.446,28.53,0.47,2.521,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,0.5,30.3,30.8,30.33,0.47,4.744,30.33,0.47,4.853,30.33,0.47,4.955,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,0.5,31.1,31.6,31.23,0.37,2.202,31.23,0.37,2.58,31.23,0.37,2.61,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,0.5,34.4,34.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,0.5,35.3,35.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,0.5,41.7,42.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,0.5,44.1,44.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,0.5,48.2,48.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,0.5,50.8,51.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,0.5,58.1,58.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,6,0.5,59.4,59.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,20240126,006-008,C,1,8,0.5,2.9,3.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
