scenario,date,pair,case,label,subject_id,window_duration,shift_tau,start_time,end_time
33,20240126,006-008,D,0,008,3.0,1.5,53.5,56.5
33,20240126,006-008,B,1,8,3.0,1.5,55.6,58.6
33,20240126,006-008,B,1,6,3.0,1.5,57.7,60.7
33,20240126,006-008,C,1,8,3.0,1.5,59.5,62.5
33,20240126,006-008,C,1,6,3.0,1.5,59.9,62.9
33,20240126,006-008,A,0,008,3.0,1.5,60.8,63.8
33,20240126,006-008,C,1,8,3.0,1.5,63.7,66.7
33,20240126,006-008,A,0,006,3.0,1.5,68.9,71.9
34,20240126,006-008,C,1,6,3.0,1.5,9.1,12.1
34,20240126,006-008,C,1,8,3.0,1.5,13.9,16.9
34,20240126,006-008,C,1,6,3.0,1.5,15.1,18.1
34,20240126,006-008,D,0,008,3.0,1.5,15.4,18.4
34,20240126,006-008,A,0,008,3.0,1.5,16.5,19.5
34,20240126,006-008,A,0,008,3.0,1.5,18.0,21.0
34,20240126,006-008,A,0,008,3.0,1.5,19.0,22.0
34,20240126,006-008,A,0,008,3.0,1.5,20.3,23.3
34,20240126,006-008,A,0,008,3.0,1.5,21.6,24.6
34,20240126,006-008,A,0,008,3.0,1.5,24.2,27.2
34,20240126,006-008,A,0,008,3.0,1.5,25.5,28.5
34,20240126,006-008,D,0,008,3.0,1.5,26.7,29.7
34,20240126,006-008,C,1,8,3.0,1.5,29.6,32.6
34,20240126,006-008,A,0,006,3.0,1.5,32.0,35.0
34,20240126,006-008,B,1,6,3.0,1.5,33.1,36.1
34,20240126,006-008,A,0,008,3.0,1.5,35.7,38.7
34,20240126,006-008,A,0,008,3.0,1.5,38.8,41.8
34,20240126,006-008,D,0,008,3.0,1.5,39.8,42.8
34,20240126,006-008,C,1,8,3.0,1.5,45.0,48.0
34,20240126,006-008,C,1,6,3.0,1.5,50.1,53.1
34,20240126,006-008,A,0,008,3.0,1.5,51.3,54.3
34,20240126,006-008,C,1,8,3.0,1.5,52.2,55.2
34,20240126,006-008,B,1,6,3.0,1.5,56.9,59.9
34,20240126,006-008,A,0,008,3.0,1.5,61.2,64.2
35,20240126,006-008,C,1,8,3.0,1.5,0.6,3.6
35,20240126,006-008,C,1,6,3.0,1.5,1.2,4.2
35,20240126,006-008,B,1,8,3.0,1.5,3.8,6.8
35,20240126,006-008,B,1,6,3.0,1.5,7.4,10.4
35,20240126,006-008,B,1,8,3.0,1.5,12.2,15.2
35,20240126,006-008,C,1,6,3.0,1.5,13.0,16.0
35,20240126,006-008,C,1,8,3.0,1.5,14.4,17.4
35,20240126,006-008,A,0,006,3.0,1.5,17.3,20.3
35,20240126,006-008,A,0,006,3.0,1.5,20.0,23.0
35,20240126,006-008,C,1,6,3.0,1.5,20.2,23.2
35,20240126,006-008,B,1,8,3.0,1.5,21.8,24.8
35,20240126,006-008,A,0,006,3.0,1.5,22.4,25.4
35,20240126,006-008,A,0,006,3.0,1.5,24.1,27.1
35,20240126,006-008,A,0,006,3.0,1.5,39.8,42.8
35,20240126,006-008,C,1,6,3.0,1.5,42.0,45.0
35,20240126,006-008,C,1,8,3.0,1.5,43.7,46.7
35,20240126,006-008,B,1,6,3.0,1.5,45.2,48.2
35,20240126,006-008,B,1,8,3.0,1.5,46.8,49.8
35,20240126,006-008,C,1,6,3.0,1.5,49.3,52.3
35,20240126,006-008,C,1,8,3.0,1.5,50.6,53.6
36,20240126,006-008,C,1,6,3.0,1.5,8.4,11.4
36,20240126,006-008,B,1,8,3.0,1.5,10.6,13.6
36,20240126,006-008,A,0,006,3.0,1.5,16.5,19.5
36,20240126,006-008,C,1,6,3.0,1.5,16.5,19.5
36,20240126,006-008,C,1,8,3.0,1.5,16.9,19.9
36,20240126,006-008,C,1,6,3.0,1.5,18.2,21.2
36,20240126,006-008,D,0,008,3.0,1.5,22.0,25.0
36,20240126,006-008,A,0,008,3.0,1.5,23.0,26.0
36,20240126,006-008,C,1,8,3.0,1.5,23.5,26.5
36,20240126,006-008,C,1,6,3.0,1.5,23.7,26.7
36,20240126,006-008,C,1,8,3.0,1.5,23.9,26.9
36,20240126,006-008,C,1,6,3.0,1.5,24.2,27.2
36,20240126,006-008,A,0,008,3.0,1.5,26.6,29.6
36,20240126,006-008,A,0,008,3.0,1.5,31.1,34.1
36,20240126,006-008,A,0,008,3.0,1.5,38.7,41.7
36,20240126,006-008,A,0,008,3.0,1.5,41.7,44.7
36,20240126,006-008,A,0,008,3.0,1.5,44.9,47.9
36,20240126,006-008,A,0,008,3.0,1.5,54.9,57.9
36,20240126,006-008,A,0,008,3.0,1.5,57.2,60.2
37,20240126,006-008,B,1,8,3.0,1.5,0.8,3.8
37,20240126,006-008,C,1,6,3.0,1.5,4.1,7.1
37,20240126,006-008,A,0,008,3.0,1.5,10.8,13.8
37,20240126,006-008,C,1,8,3.0,1.5,14.0,17.0
37,20240126,006-008,C,1,6,3.0,1.5,17.4,20.4
37,20240126,006-008,C,1,8,3.0,1.5,21.1,24.1
37,20240126,006-008,C,1,6,3.0,1.5,23.1,26.1
37,20240126,006-008,C,1,8,3.0,1.5,23.8,26.8
37,20240126,006-008,C,1,6,3.0,1.5,24.2,27.2
37,20240126,006-008,C,1,8,3.0,1.5,24.5,27.5
37,20240126,006-008,C,1,6,3.0,1.5,25.5,28.5
37,20240126,006-008,D,0,008,3.0,1.5,30.0,33.0
37,20240126,006-008,C,1,8,3.0,1.5,38.2,41.2
37,20240126,006-008,C,1,6,3.0,1.5,40.6,43.6
37,20240126,006-008,A,0,008,3.0,1.5,46.6,49.6
38,20240126,006-008,A,0,006,3.0,1.5,0.2,3.2
38,20240126,006-008,B,1,6,3.0,1.5,1.3,4.3
38,20240126,006-008,A,0,008,3.0,1.5,3.4,6.4
38,20240126,006-008,C,1,8,3.0,1.5,3.6,6.6
38,20240126,006-008,C,1,6,3.0,1.5,4.5,7.5
38,20240126,006-008,B,1,8,3.0,1.5,5.3,8.3
38,20240126,006-008,C,1,6,3.0,1.5,6.2,9.2
38,20240126,006-008,A,0,008,3.0,1.5,9.5,12.5
38,20240126,006-008,A,0,008,3.0,1.5,14.1,17.1
38,20240126,006-008,A,0,008,3.0,1.5,16.0,19.0
38,20240126,006-008,B,1,8,3.0,1.5,17.1,20.1
38,20240126,006-008,C,1,6,3.0,1.5,20.3,23.3
38,20240126,006-008,C,1,8,3.0,1.5,27.1,30.1
38,20240126,006-008,C,1,6,3.0,1.5,28.6,31.6
38,20240126,006-008,C,1,8,3.0,1.5,33.2,36.2
38,20240126,006-008,C,1,6,3.0,1.5,37.7,40.7
38,20240126,006-008,A,0,008,3.0,1.5,38.4,41.4
38,20240126,006-008,A,0,008,3.0,1.5,40.5,43.5
38,20240126,006-008,B,1,8,3.0,1.5,42.7,45.7
38,20240126,006-008,C,1,6,3.0,1.5,47.8,50.8
38,20240126,006-008,A,0,008,3.0,1.5,50.5,53.5
39,20231208,005-006,B,1,5,3.0,1.5,1.5,4.5
39,20231208,005-006,B,1,6,3.0,1.5,3.6,6.6
39,20231208,005-006,C,1,5,3.0,1.5,8.1,11.1
39,20231208,005-006,C,1,6,3.0,1.5,10.4,13.4
39,20231208,005-006,B,1,5,3.0,1.5,13.5,16.5
39,20231208,005-006,C,1,6,3.0,1.5,16.7,19.7
39,20231208,005-006,C,1,5,3.0,1.5,18.1,21.1
39,20231208,005-006,C,1,6,3.0,1.5,18.6,21.6
39,20231208,005-006,C,1,5,3.0,1.5,21.1,24.1
39,20231208,005-006,C,1,6,3.0,1.5,27.4,30.4
39,20231208,005-006,C,1,5,3.0,1.5,28.9,31.9
39,20231208,005-006,C,1,6,3.0,1.5,33.4,36.4
39,20231208,005-006,C,1,5,3.0,1.5,34.8,37.8
39,20231208,005-006,A,0,006,3.0,1.5,36.6,39.6
39,20231208,005-006,C,1,6,3.0,1.5,38.8,41.8
39,20231208,005-006,C,1,5,3.0,1.5,39.2,42.2
39,20231208,005-006,C,1,6,3.0,1.5,42.3,45.3
39,20231208,005-006,C,1,5,3.0,1.5,44.4,47.4
39,20231208,005-006,C,1,6,3.0,1.5,49.5,52.5
39,20231208,005-006,C,1,5,3.0,1.5,50.2,53.2
39,20231208,005-006,C,1,6,3.0,1.5,51.7,54.7
39,20240126,006-008,A,0,008,3.0,1.5,2.0,5.0
39,20240126,006-008,C,1,8,3.0,1.5,6.0,9.0
39,20240126,006-008,C,1,6,3.0,1.5,9.3,12.3
39,20240126,006-008,B,1,8,3.0,1.5,11.6,14.6
39,20240126,006-008,B,1,6,3.0,1.5,16.4,19.4
39,20240126,006-008,A,0,008,3.0,1.5,19.8,22.8
39,20240126,006-008,B,1,8,3.0,1.5,22.2,25.2
39,20240126,006-008,C,1,6,3.0,1.5,25.6,28.6
39,20240126,006-008,C,1,8,3.0,1.5,28.3,31.3
39,20240126,006-008,C,1,6,3.0,1.5,28.8,31.8
39,20240126,006-008,C,1,8,3.0,1.5,37.6,40.6
39,20240126,006-008,C,1,6,3.0,1.5,40.0,43.0
39,20240126,006-008,B,1,8,3.0,1.5,43.7,46.7
39,20240126,006-008,C,1,6,3.0,1.5,43.7,46.7
39,20240126,006-008,A,0,008,3.0,1.5,49.5,52.5
39,20240126,006-008,A,0,008,3.0,1.5,50.5,53.5
39,20240126,006-008,C,1,8,3.0,1.5,53.8,56.8
39,20240126,006-008,C,1,6,3.0,1.5,56.1,59.1
40,20240126,006-008,C,1,8,3.0,1.5,0.2,3.2
40,20240126,006-008,C,1,6,3.0,1.5,0.5,3.5
40,20240126,006-008,A,0,008,3.0,1.5,2.7,5.7
40,20240126,006-008,C,1,8,3.0,1.5,4.6,7.6
40,20240126,006-008,C,1,6,3.0,1.5,13.8,16.8
40,20240126,006-008,A,0,008,3.0,1.5,15.0,18.0
40,20240126,006-008,C,1,8,3.0,1.5,17.0,20.0
40,20240126,006-008,B,1,6,3.0,1.5,17.7,20.7
40,20240126,006-008,C,1,8,3.0,1.5,24.6,27.6
40,20240126,006-008,A,0,006,3.0,1.5,27.4,30.4
40,20240126,006-008,A,0,006,3.0,1.5,28.8,31.8
40,20240126,006-008,B,1,6,3.0,1.5,31.1,34.1
40,20240126,006-008,C,1,8,3.0,1.5,31.4,34.4
40,20240126,006-008,C,1,6,3.0,1.5,35.7,38.7
40,20240126,006-008,C,1,8,3.0,1.5,46.4,49.4
40,20240126,006-008,C,1,6,3.0,1.5,48.5,51.5
40,20240126,006-008,C,1,8,3.0,1.5,48.6,51.6
40,20240126,006-008,C,1,6,3.0,1.5,49.7,52.7
40,20240126,006-008,A,0,008,3.0,1.5,54.3,57.3
41,20240126,006-008,B,1,8,3.0,1.5,3.8,6.8
41,20240126,006-008,C,1,6,3.0,1.5,4.0,7.0
41,20240126,006-008,B,1,8,3.0,1.5,10.0,13.0
41,20240126,006-008,C,1,6,3.0,1.5,10.7,13.7
41,20240126,006-008,A,0,008,3.0,1.5,13.9,16.9
41,20240126,006-008,A,0,008,3.0,1.5,14.9,17.9
41,20240126,006-008,A,0,008,3.0,1.5,16.5,19.5
41,20240126,006-008,C,1,8,3.0,1.5,16.7,19.7
41,20240126,006-008,C,1,6,3.0,1.5,17.2,20.2
41,20240126,006-008,A,0,008,3.0,1.5,19.4,22.4
41,20240126,006-008,A,0,008,3.0,1.5,29.1,32.1
41,20240126,006-008,B,1,8,3.0,1.5,33.5,36.5
41,20240126,006-008,A,0,006,3.0,1.5,40.4,43.4
41,20240126,006-008,A,0,006,3.0,1.5,42.7,45.7
41,20240126,006-008,C,1,6,3.0,1.5,42.8,45.8
41,20240126,006-008,A,0,008,3.0,1.5,45.5,48.5
41,20240126,006-008,A,0,008,3.0,1.5,50.4,53.4
41,20240126,006-008,A,0,008,3.0,1.5,52.5,55.5
41,20240126,006-008,C,1,8,3.0,1.5,54.3,57.3
41,20240126,006-008,A,0,006,3.0,1.5,56.8,59.8
41,20240126,006-008,C,1,6,3.0,1.5,60.7,63.7
41,20240126,006-008,C,1,8,3.0,1.5,61.6,64.6
41,20240126,006-008,C,1,6,3.0,1.5,62.5,65.5
41,20240126,006-008,D,0,008,3.0,1.5,64.3,67.3
41,20240126,006-008,C,1,8,3.0,1.5,64.9,67.9
41,20240126,006-008,B,1,6,3.0,1.5,67.9,70.9
42,20240126,006-008,B,1,8,3.0,1.5,1.0,4.0
42,20240126,006-008,C,1,6,3.0,1.5,4.4,7.4
42,20240126,006-008,A,0,008,3.0,1.5,5.4,8.4
42,20240126,006-008,A,0,008,3.0,1.5,8.8,11.8
42,20240126,006-008,C,1,8,3.0,1.5,10.1,13.1
42,20240126,006-008,B,1,6,3.0,1.5,15.3,18.3
42,20240126,006-008,A,0,008,3.0,1.5,17.7,20.7
42,20240126,006-008,B,1,8,3.0,1.5,21.5,24.5
42,20240126,006-008,B,1,6,3.0,1.5,24.5,27.5
42,20240126,006-008,A,0,008,3.0,1.5,25.8,28.8
42,20240126,006-008,B,1,8,3.0,1.5,28.8,31.8
42,20240126,006-008,C,1,6,3.0,1.5,29.7,32.7
42,20240126,006-008,A,0,008,3.0,1.5,32.5,35.5
42,20240126,006-008,A,0,008,3.0,1.5,35.2,38.2
42,20240126,006-008,C,1,8,3.0,1.5,35.8,38.8
42,20240126,006-008,C,1,6,3.0,1.5,37.0,40.0
42,20240126,006-008,A,0,008,3.0,1.5,39.4,42.4
42,20240126,006-008,D,0,008,3.0,1.5,40.5,43.5
42,20240126,006-008,B,1,8,3.0,1.5,42.7,45.7
42,20240126,006-008,C,1,6,3.0,1.5,46.8,49.8
42,20240126,006-008,A,0,008,3.0,1.5,51.5,54.5
42,20240126,006-008,A,0,008,3.0,1.5,54.4,57.4
42,20240126,006-008,D,0,008,3.0,1.5,56.7,59.7
42,20240126,006-008,A,0,008,3.0,1.5,57.8,60.8
42,20240126,006-008,C,1,8,3.0,1.5,59.0,62.0
42,20240126,006-008,A,0,006,3.0,1.5,62.5,65.5
42,20240126,006-008,B,1,6,3.0,1.5,64.6,67.6
42,20240126,006-008,A,0,008,3.0,1.5,65.9,68.9
42,20240126,006-008,A,0,008,3.0,1.5,67.4,70.4
43,20240126,006-008,A,0,008,3.0,1.5,0.4,3.4
43,20240126,006-008,B,1,8,3.0,1.5,2.6,5.6
43,20240126,006-008,B,1,6,3.0,1.5,4.6,7.6
43,20240126,006-008,B,1,8,3.0,1.5,6.5,9.5
43,20240126,006-008,B,1,6,3.0,1.5,12.6,15.6
43,20240126,006-008,C,1,8,3.0,1.5,12.7,15.7
43,20240126,006-008,B,1,6,3.0,1.5,14.0,17.0
43,20240126,006-008,C,1,8,3.0,1.5,17.8,20.8
43,20240126,006-008,C,1,6,3.0,1.5,22.0,25.0
43,20240126,006-008,B,1,8,3.0,1.5,24.0,27.0
43,20240126,006-008,C,1,6,3.0,1.5,27.3,30.3
43,20240126,006-008,C,1,8,3.0,1.5,28.8,31.8
43,20240126,006-008,B,1,6,3.0,1.5,31.6,34.6
43,20240126,006-008,B,1,8,3.0,1.5,36.4,39.4
43,20240126,006-008,B,1,6,3.0,1.5,41.4,44.4
43,20240126,006-008,A,0,008,3.0,1.5,43.6,46.6
43,20240126,006-008,B,1,8,3.0,1.5,45.1,48.1
43,20240126,006-008,C,1,6,3.0,1.5,49.5,52.5
43,20240126,006-008,B,1,8,3.0,1.5,58.2,61.2
43,20240126,006-008,C,1,6,3.0,1.5,59.1,62.1
43,20240126,006-008,C,1,8,3.0,1.5,60.8,63.8
43,20240126,006-008,B,1,6,3.0,1.5,72.4,75.4
43,20240126,006-008,C,1,8,3.0,1.5,79.5,82.5
43,20240126,006-008,C,1,6,3.0,1.5,79.7,82.7
43,20240126,006-008,C,1,8,3.0,1.5,80.4,83.4
43,20240126,006-008,C,1,6,3.0,1.5,80.6,83.6
43,20240126,006-008,C,1,8,3.0,1.5,82.4,85.4
43,20240126,006-008,C,1,6,3.0,1.5,88.0,91.0
44,20240126,006-008,C,1,8,3.0,1.5,3.3,6.3
44,20240126,006-008,C,1,6,3.0,1.5,4.3,7.3
