scenario,date,pair,case,label,subject_id,window_duration,shift_tau,start_time,end_time
27,20240126,006-008,C,1,8,3.0,0.5,53.0,56.0
27,20240126,006-008,B,1,6,3.0,0.5,54.2,57.2
27,20240126,006-008,A,0,008,3.0,0.5,57.4,60.4
27,20240126,006-008,C,1,8,3.0,0.5,58.0,61.0
27,20240126,006-008,B,1,6,3.0,0.5,59.5,62.5
27,20240126,006-008,A,0,008,3.0,0.5,61.0,64.0
27,20240126,006-008,C,1,8,3.0,0.5,63.1,66.1
27,20240126,006-008,C,1,6,3.0,0.5,63.7,66.7
27,20240126,006-008,C,1,8,3.0,0.5,65.8,68.8
27,20240126,006-008,B,1,6,3.0,0.5,70.2,73.2
27,20240126,006-008,B,1,8,3.0,0.5,77.1,80.1
27,20240126,006-008,B,1,6,3.0,0.5,79.0,82.0
27,20240126,006-008,C,1,8,3.0,0.5,80.3,83.3
27,20240126,006-008,B,1,6,3.0,0.5,82.5,85.5
27,20240126,006-008,B,1,8,3.0,0.5,83.4,86.4
28,20240126,006-008,B,1,6,3.0,0.5,3.6,6.6
28,20240126,006-008,C,1,8,3.0,0.5,10.8,13.8
28,20240126,006-008,C,1,6,3.0,0.5,12.7,15.7
28,20240126,006-008,B,1,8,3.0,0.5,16.3,19.3
28,20240126,006-008,C,1,6,3.0,0.5,19.2,22.2
28,20240126,006-008,C,1,8,3.0,0.5,21.7,24.7
28,20240126,006-008,C,1,6,3.0,0.5,24.7,27.7
28,20240126,006-008,B,1,8,3.0,0.5,31.7,34.7
28,20240126,006-008,C,1,6,3.0,0.5,33.4,36.4
28,20240126,006-008,D,0,008,3.0,0.5,41.7,44.7
28,20240126,006-008,A,0,008,3.0,0.5,43.5,46.5
29,20240126,006-008,D,0,008,3.0,0.5,1.9,4.9
29,20240126,006-008,A,0,008,3.0,0.5,3.6,6.6
29,20240126,006-008,A,0,008,3.0,0.5,7.2,10.2
29,20240126,006-008,A,0,008,3.0,0.5,12.5,15.5
29,20240126,006-008,A,0,008,3.0,0.5,13.5,16.5
29,20240126,006-008,C,1,8,3.0,0.5,16.6,19.6
29,20240126,006-008,B,1,6,3.0,0.5,18.7,21.7
29,20240126,006-008,C,1,8,3.0,0.5,21.9,24.9
29,20240126,006-008,B,1,6,3.0,0.5,22.7,25.7
29,20240126,006-008,A,0,008,3.0,0.5,25.3,28.3
29,20240126,006-008,D,0,008,3.0,0.5,26.4,29.4
29,20240126,006-008,C,1,8,3.0,0.5,29.0,32.0
29,20240126,006-008,B,1,6,3.0,0.5,31.4,34.4
29,20240126,006-008,C,1,8,3.0,0.5,33.4,36.4
29,20240126,006-008,B,1,6,3.0,0.5,35.3,38.3
29,20240126,006-008,B,1,8,3.0,0.5,39.4,42.4
29,20240126,006-008,A,0,006,3.0,0.5,40.8,43.8
29,20240126,006-008,B,1,6,3.0,0.5,43.8,46.8
29,20240126,006-008,A,0,008,3.0,0.5,46.8,49.8
29,20240126,006-008,A,0,008,3.0,0.5,51.4,54.4
29,20240126,006-008,C,1,8,3.0,0.5,52.3,55.3
30,20240126,006-008,C,1,6,3.0,0.5,0.9,3.9
30,20240126,006-008,C,1,8,3.0,0.5,1.4,4.4
30,20240126,006-008,D,0,006,3.0,0.5,7.2,10.2
30,20240126,006-008,B,1,6,3.0,0.5,10.0,13.0
30,20240126,006-008,C,1,8,3.0,0.5,13.3,16.3
30,20240126,006-008,B,1,6,3.0,0.5,14.8,17.8
30,20240126,006-008,A,0,008,3.0,0.5,16.8,19.8
30,20240126,006-008,B,1,8,3.0,0.5,20.8,23.8
30,20240126,006-008,C,1,6,3.0,0.5,23.7,26.7
30,20240126,006-008,C,1,8,3.0,0.5,24.1,27.1
30,20240126,006-008,A,0,006,3.0,0.5,25.3,28.3
30,20240126,006-008,C,1,6,3.0,0.5,32.3,35.3
30,20240126,006-008,C,1,8,3.0,0.5,35.9,38.9
30,20240126,006-008,B,1,6,3.0,0.5,38.1,41.1
30,20240126,006-008,A,0,008,3.0,0.5,44.8,47.8
30,20240126,006-008,A,0,008,3.0,0.5,52.7,55.7
31,20240126,006-008,C,1,6,3.0,0.5,1.7,4.7
31,20240126,006-008,C,1,8,3.0,0.5,4.0,7.0
31,20240126,006-008,C,1,6,3.0,0.5,4.4,7.4
31,20240126,006-008,C,1,8,3.0,0.5,5.6,8.6
31,20240126,006-008,B,1,6,3.0,0.5,7.8,10.8
31,20240126,006-008,B,1,8,3.0,0.5,17.5,20.5
31,20240126,006-008,C,1,6,3.0,0.5,21.0,24.0
31,20240126,006-008,A,0,008,3.0,0.5,25.5,28.5
31,20240126,006-008,B,1,8,3.0,0.5,27.3,30.3
31,20240126,006-008,C,1,6,3.0,0.5,28.1,31.1
31,20240126,006-008,B,1,8,3.0,0.5,31.4,34.4
31,20240126,006-008,C,1,6,3.0,0.5,32.3,35.3
31,20240126,006-008,C,1,8,3.0,0.5,38.7,41.7
31,20240126,006-008,C,1,6,3.0,0.5,41.1,44.1
31,20240126,006-008,A,0,008,3.0,0.5,45.2,48.2
31,20240126,006-008,A,0,008,3.0,0.5,47.8,50.8
31,20240126,006-008,B,1,8,3.0,0.5,55.1,58.1
31,20240126,006-008,B,1,6,3.0,0.5,56.4,59.4
32,20240126,006-008,B,1,6,3.0,0.5,3.0,6.0
32,20240126,006-008,C,1,8,3.0,0.5,5.2,8.2
32,20240126,006-008,B,1,6,3.0,0.5,7.9,10.9
32,20240126,006-008,A,0,008,3.0,0.5,9.5,12.5
32,20240126,006-008,C,1,8,3.0,0.5,13.2,16.2
32,20240126,006-008,C,1,6,3.0,0.5,16.8,19.8
32,20240126,006-008,D,0,008,3.0,0.5,19.9,22.9
32,20240126,006-008,B,1,8,3.0,0.5,22.1,25.1
32,20240126,006-008,C,1,6,3.0,0.5,22.8,25.8
32,20240126,006-008,C,1,8,3.0,0.5,24.9,27.9
32,20240126,006-008,C,1,6,3.0,0.5,33.8,36.8
32,20240126,006-008,C,1,8,3.0,0.5,37.6,40.6
32,20240126,006-008,A,0,006,3.0,0.5,38.7,41.7
32,20240126,006-008,B,1,6,3.0,0.5,40.1,43.1
32,20240126,006-008,A,0,008,3.0,0.5,42.0,45.0
32,20240126,006-008,A,0,008,3.0,0.5,47.7,50.7
32,20240126,006-008,B,1,8,3.0,0.5,48.9,51.9
32,20240126,006-008,A,0,006,3.0,0.5,49.9,52.9
32,20240126,006-008,A,0,006,3.0,0.5,52.1,55.1
33,20240126,006-008,D,0,008,3.0,0.5,0.2,3.2
33,20240126,006-008,C,1,8,3.0,0.5,0.2,3.2
33,20240126,006-008,B,1,6,3.0,0.5,1.6,4.6
33,20240126,006-008,A,0,008,3.0,0.5,7.1,10.1
33,20240126,006-008,C,1,8,3.0,0.5,8.5,11.5
33,20240126,006-008,C,1,6,3.0,0.5,9.6,12.6
33,20240126,006-008,A,0,008,3.0,0.5,11.3,14.3
33,20240126,006-008,A,0,008,3.0,0.5,14.6,17.6
33,20240126,006-008,A,0,008,3.0,0.5,18.9,21.9
33,20240126,006-008,C,1,8,3.0,0.5,19.9,22.9
33,20240126,006-008,C,1,6,3.0,0.5,23.9,26.9
33,20240126,006-008,A,0,008,3.0,0.5,34.9,37.9
33,20240126,006-008,A,0,008,3.0,0.5,46.2,49.2
33,20240126,006-008,C,1,8,3.0,0.5,47.0,50.0
33,20240126,006-008,C,1,6,3.0,0.5,48.7,51.7
33,20240126,006-008,D,0,008,3.0,0.5,54.5,57.5
33,20240126,006-008,B,1,8,3.0,0.5,56.6,59.6
33,20240126,006-008,B,1,6,3.0,0.5,58.7,61.7
33,20240126,006-008,C,1,8,3.0,0.5,60.5,63.5
33,20240126,006-008,C,1,6,3.0,0.5,60.9,63.9
33,20240126,006-008,A,0,008,3.0,0.5,61.8,64.8
33,20240126,006-008,C,1,8,3.0,0.5,64.7,67.7
33,20240126,006-008,A,0,006,3.0,0.5,69.9,72.9
34,20240126,006-008,B,1,8,3.0,0.5,0.0,3.0
34,20240126,006-008,C,1,6,3.0,0.5,10.1,13.1
34,20240126,006-008,C,1,8,3.0,0.5,14.9,17.9
34,20240126,006-008,C,1,6,3.0,0.5,16.1,19.1
34,20240126,006-008,D,0,008,3.0,0.5,16.4,19.4
34,20240126,006-008,A,0,008,3.0,0.5,17.5,20.5
34,20240126,006-008,A,0,008,3.0,0.5,19.0,22.0
34,20240126,006-008,A,0,008,3.0,0.5,20.0,23.0
34,20240126,006-008,A,0,008,3.0,0.5,21.3,24.3
34,20240126,006-008,A,0,008,3.0,0.5,22.6,25.6
34,20240126,006-008,A,0,008,3.0,0.5,25.2,28.2
34,20240126,006-008,A,0,008,3.0,0.5,26.5,29.5
34,20240126,006-008,D,0,008,3.0,0.5,27.7,30.7
34,20240126,006-008,C,1,8,3.0,0.5,30.6,33.6
34,20240126,006-008,A,0,006,3.0,0.5,33.0,36.0
34,20240126,006-008,B,1,6,3.0,0.5,34.1,37.1
34,20240126,006-008,A,0,008,3.0,0.5,36.7,39.7
34,20240126,006-008,A,0,008,3.0,0.5,39.8,42.8
34,20240126,006-008,D,0,008,3.0,0.5,40.8,43.8
34,20240126,006-008,C,1,8,3.0,0.5,46.0,49.0
34,20240126,006-008,C,1,6,3.0,0.5,51.1,54.1
34,20240126,006-008,A,0,008,3.0,0.5,52.3,55.3
34,20240126,006-008,C,1,8,3.0,0.5,53.2,56.2
34,20240126,006-008,B,1,6,3.0,0.5,57.9,60.9
34,20240126,006-008,A,0,008,3.0,0.5,62.2,65.2
35,20240126,006-008,A,0,008,3.0,0.5,0.5,3.5
35,20240126,006-008,C,1,8,3.0,0.5,1.6,4.6
35,20240126,006-008,C,1,6,3.0,0.5,2.2,5.2
35,20240126,006-008,B,1,8,3.0,0.5,4.8,7.8
35,20240126,006-008,B,1,6,3.0,0.5,8.4,11.4
35,20240126,006-008,B,1,8,3.0,0.5,13.2,16.2
35,20240126,006-008,C,1,6,3.0,0.5,14.0,17.0
35,20240126,006-008,C,1,8,3.0,0.5,15.4,18.4
35,20240126,006-008,A,0,006,3.0,0.5,18.3,21.3
35,20240126,006-008,A,0,006,3.0,0.5,21.0,24.0
35,20240126,006-008,C,1,6,3.0,0.5,21.2,24.2
35,20240126,006-008,B,1,8,3.0,0.5,22.8,25.8
35,20240126,006-008,A,0,006,3.0,0.5,23.4,26.4
35,20240126,006-008,A,0,006,3.0,0.5,25.1,28.1
35,20240126,006-008,A,0,006,3.0,0.5,40.8,43.8
35,20240126,006-008,C,1,6,3.0,0.5,43.0,46.0
35,20240126,006-008,C,1,8,3.0,0.5,44.7,47.7
35,20240126,006-008,B,1,6,3.0,0.5,46.2,49.2
35,20240126,006-008,B,1,8,3.0,0.5,47.8,50.8
35,20240126,006-008,C,1,6,3.0,0.5,50.3,53.3
35,20240126,006-008,C,1,8,3.0,0.5,51.6,54.6
36,20240126,006-008,B,1,8,3.0,0.5,0.2,3.2
36,20240126,006-008,C,1,6,3.0,0.5,9.4,12.4
36,20240126,006-008,B,1,8,3.0,0.5,11.6,14.6
36,20240126,006-008,A,0,006,3.0,0.5,17.5,20.5
36,20240126,006-008,C,1,6,3.0,0.5,17.5,20.5
36,20240126,006-008,C,1,8,3.0,0.5,17.9,20.9
36,20240126,006-008,C,1,6,3.0,0.5,19.2,22.2
36,20240126,006-008,D,0,008,3.0,0.5,23.0,26.0
36,20240126,006-008,A,0,008,3.0,0.5,24.0,27.0
36,20240126,006-008,C,1,8,3.0,0.5,24.5,27.5
36,20240126,006-008,C,1,6,3.0,0.5,24.7,27.7
36,20240126,006-008,C,1,8,3.0,0.5,24.9,27.9
36,20240126,006-008,C,1,6,3.0,0.5,25.2,28.2
36,20240126,006-008,A,0,008,3.0,0.5,27.6,30.6
36,20240126,006-008,A,0,008,3.0,0.5,32.1,35.1
36,20240126,006-008,A,0,008,3.0,0.5,39.7,42.7
36,20240126,006-008,A,0,008,3.0,0.5,42.7,45.7
36,20240126,006-008,A,0,008,3.0,0.5,45.9,48.9
36,20240126,006-008,A,0,008,3.0,0.5,55.9,58.9
36,20240126,006-008,A,0,008,3.0,0.5,58.2,61.2
37,20240126,006-008,B,1,6,3.0,0.5,0.9,3.9
37,20240126,006-008,B,1,8,3.0,0.5,1.8,4.8
37,20240126,006-008,C,1,6,3.0,0.5,5.1,8.1
37,20240126,006-008,A,0,008,3.0,0.5,11.8,14.8
37,20240126,006-008,C,1,8,3.0,0.5,15.0,18.0
37,20240126,006-008,C,1,6,3.0,0.5,18.4,21.4
37,20240126,006-008,C,1,8,3.0,0.5,22.1,25.1
37,20240126,006-008,C,1,6,3.0,0.5,24.1,27.1
37,20240126,006-008,C,1,8,3.0,0.5,24.8,27.8
37,20240126,006-008,C,1,6,3.0,0.5,25.2,28.2
37,20240126,006-008,C,1,8,3.0,0.5,25.5,28.5
37,20240126,006-008,C,1,6,3.0,0.5,26.5,29.5
37,20240126,006-008,D,0,008,3.0,0.5,31.0,34.0
37,20240126,006-008,C,1,8,3.0,0.5,39.2,42.2
37,20240126,006-008,C,1,6,3.0,0.5,41.6,44.6
37,20240126,006-008,A,0,008,3.0,0.5,47.6,50.6
38,20240126,006-008,A,0,006,3.0,0.5,1.2,4.2
38,20240126,006-008,B,1,6,3.0,0.5,2.3,5.3
38,20240126,006-008,A,0,008,3.0,0.5,4.4,7.4
38,20240126,006-008,C,1,8,3.0,0.5,4.6,7.6
38,20240126,006-008,C,1,6,3.0,0.5,5.5,8.5
38,20240126,006-008,B,1,8,3.0,0.5,6.3,9.3
38,20240126,006-008,C,1,6,3.0,0.5,7.2,10.2
38,20240126,006-008,A,0,008,3.0,0.5,10.5,13.5
38,20240126,006-008,A,0,008,3.0,0.5,15.1,18.1
38,20240126,006-008,A,0,008,3.0,0.5,17.0,20.0
38,20240126,006-008,B,1,8,3.0,0.5,18.1,21.1
38,20240126,006-008,C,1,6,3.0,0.5,21.3,24.3
38,20240126,006-008,C,1,8,3.0,0.5,28.1,31.1
38,20240126,006-008,C,1,6,3.0,0.5,29.6,32.6
38,20240126,006-008,C,1,8,3.0,0.5,34.2,37.2
38,20240126,006-008,C,1,6,3.0,0.5,38.7,41.7
38,20240126,006-008,A,0,008,3.0,0.5,39.4,42.4
38,20240126,006-008,A,0,008,3.0,0.5,41.5,44.5
38,20240126,006-008,B,1,8,3.0,0.5,43.7,46.7
38,20240126,006-008,C,1,6,3.0,0.5,48.8,51.8
38,20240126,006-008,A,0,008,3.0,0.5,51.5,54.5
39,20231208,005-006,B,1,6,3.0,0.5,0.7,3.7
39,20231208,005-006,B,1,5,3.0,0.5,2.5,5.5
39,20231208,005-006,B,1,6,3.0,0.5,4.6,7.6
39,20231208,005-006,C,1,5,3.0,0.5,9.1,12.1
39,20231208,005-006,C,1,6,3.0,0.5,11.4,14.4
39,20231208,005-006,B,1,5,3.0,0.5,14.5,17.5
39,20231208,005-006,C,1,6,3.0,0.5,17.7,20.7
39,20231208,005-006,C,1,5,3.0,0.5,19.1,22.1
39,20231208,005-006,C,1,6,3.0,0.5,19.6,22.6
39,20231208,005-006,C,1,5,3.0,0.5,22.1,25.1
39,20231208,005-006,C,1,6,3.0,0.5,28.4,31.4
39,20231208,005-006,C,1,5,3.0,0.5,29.9,32.9
39,20231208,005-006,C,1,6,3.0,0.5,34.4,37.4
39,20231208,005-006,C,1,5,3.0,0.5,35.8,38.8
39,20231208,005-006,A,0,006,3.0,0.5,37.6,40.6
39,20231208,005-006,C,1,6,3.0,0.5,39.8,42.8
39,20231208,005-006,C,1,5,3.0,0.5,40.2,43.2
39,20231208,005-006,C,1,6,3.0,0.5,43.3,46.3
39,20231208,005-006,C,1,5,3.0,0.5,45.4,48.4
39,20231208,005-006,C,1,6,3.0,0.5,50.5,53.5
39,20231208,005-006,C,1,5,3.0,0.5,51.2,54.2
39,20231208,005-006,C,1,6,3.0,0.5,52.7,55.7
39,20240126,006-008,D,0,008,3.0,0.5,0.4,3.4
39,20240126,006-008,A,0,008,3.0,0.5,3.0,6.0
39,20240126,006-008,C,1,8,3.0,0.5,7.0,10.0
39,20240126,006-008,C,1,6,3.0,0.5,10.3,13.3
39,20240126,006-008,B,1,8,3.0,0.5,12.6,15.6
39,20240126,006-008,B,1,6,3.0,0.5,17.4,20.4
39,20240126,006-008,A,0,008,3.0,0.5,20.8,23.8
39,20240126,006-008,B,1,8,3.0,0.5,23.2,26.2
39,20240126,006-008,C,1,6,3.0,0.5,26.6,29.6
39,20240126,006-008,C,1,8,3.0,0.5,29.3,32.3
39,20240126,006-008,C,1,6,3.0,0.5,29.8,32.8
39,20240126,006-008,C,1,8,3.0,0.5,38.6,41.6
39,20240126,006-008,C,1,6,3.0,0.5,41.0,44.0
39,20240126,006-008,B,1,8,3.0,0.5,44.7,47.7
39,20240126,006-008,C,1,6,3.0,0.5,44.7,47.7
39,20240126,006-008,A,0,008,3.0,0.5,50.5,53.5
39,20240126,006-008,A,0,008,3.0,0.5,51.5,54.5
39,20240126,006-008,C,1,8,3.0,0.5,54.8,57.8
39,20240126,006-008,C,1,6,3.0,0.5,57.1,60.1
40,20240126,006-008,A,0,008,3.0,0.5,0.8,3.8
40,20240126,006-008,C,1,8,3.0,0.5,1.2,4.2
40,20240126,006-008,C,1,6,3.0,0.5,1.5,4.5
40,20240126,006-008,A,0,008,3.0,0.5,3.7,6.7
40,20240126,006-008,C,1,8,3.0,0.5,5.6,8.6
40,20240126,006-008,C,1,6,3.0,0.5,14.8,17.8
40,20240126,006-008,A,0,008,3.0,0.5,16.0,19.0
40,20240126,006-008,C,1,8,3.0,0.5,18.0,21.0
40,20240126,006-008,B,1,6,3.0,0.5,18.7,21.7
40,20240126,006-008,C,1,8,3.0,0.5,25.6,28.6
40,20240126,006-008,A,0,006,3.0,0.5,28.4,31.4
40,20240126,006-008,A,0,006,3.0,0.5,29.8,32.8
40,20240126,006-008,B,1,6,3.0,0.5,32.1,35.1
40,20240126,006-008,C,1,8,3.0,0.5,32.4,35.4
40,20240126,006-008,C,1,6,3.0,0.5,36.7,39.7
40,20240126,006-008,C,1,8,3.0,0.5,47.4,50.4
40,20240126,006-008,C,1,6,3.0,0.5,49.5,52.5
40,20240126,006-008,C,1,8,3.0,0.5,49.6,52.6
40,20240126,006-008,C,1,6,3.0,0.5,50.7,53.7
40,20240126,006-008,A,0,008,3.0,0.5,55.3,58.3
41,20240126,006-008,B,1,8,3.0,0.5,4.8,7.8
41,20240126,006-008,C,1,6,3.0,0.5,5.0,8.0
41,20240126,006-008,B,1,8,3.0,0.5,11.0,14.0
41,20240126,006-008,C,1,6,3.0,0.5,11.7,14.7
41,20240126,006-008,A,0,008,3.0,0.5,14.9,17.9
41,20240126,006-008,A,0,008,3.0,0.5,15.9,18.9
41,20240126,006-008,A,0,008,3.0,0.5,17.5,20.5
41,20240126,006-008,C,1,8,3.0,0.5,17.7,20.7
41,20240126,006-008,C,1,6,3.0,0.5,18.2,21.2
41,20240126,006-008,A,0,008,3.0,0.5,20.4,23.4
41,20240126,006-008,A,0,008,3.0,0.5,30.1,33.1
41,20240126,006-008,B,1,8,3.0,0.5,34.5,37.5
41,20240126,006-008,A,0,006,3.0,0.5,41.4,44.4
41,20240126,006-008,A,0,006,3.0,0.5,43.7,46.7
41,20240126,006-008,C,1,6,3.0,0.5,43.8,46.8
41,20240126,006-008,A,0,008,3.0,0.5,46.5,49.5
41,20240126,006-008,A,0,008,3.0,0.5,51.4,54.4
41,20240126,006-008,A,0,008,3.0,0.5,53.5,56.5
41,20240126,006-008,C,1,8,3.0,0.5,55.3,58.3
41,20240126,006-008,A,0,006,3.0,0.5,57.8,60.8
41,20240126,006-008,C,1,6,3.0,0.5,61.7,64.7
41,20240126,006-008,C,1,8,3.0,0.5,62.6,65.6
41,20240126,006-008,C,1,6,3.0,0.5,63.5,66.5
41,20240126,006-008,D,0,008,3.0,0.5,65.3,68.3
41,20240126,006-008,C,1,8,3.0,0.5,65.9,68.9
41,20240126,006-008,B,1,6,3.0,0.5,68.9,71.9
42,20240126,006-008,B,1,6,3.0,0.5,0.1,3.1
42,20240126,006-008,B,1,8,3.0,0.5,2.0,5.0
42,20240126,006-008,C,1,6,3.0,0.5,5.4,8.4
42,20240126,006-008,A,0,008,3.0,0.5,6.4,9.4
42,20240126,006-008,A,0,008,3.0,0.5,9.8,12.8
42,20240126,006-008,C,1,8,3.0,0.5,11.1,14.1
42,20240126,006-008,B,1,6,3.0,0.5,16.3,19.3
42,20240126,006-008,A,0,008,3.0,0.5,18.7,21.7
42,20240126,006-008,B,1,8,3.0,0.5,22.5,25.5
42,20240126,006-008,B,1,6,3.0,0.5,25.5,28.5
42,20240126,006-008,A,0,008,3.0,0.5,26.8,29.8
42,20240126,006-008,B,1,8,3.0,0.5,29.8,32.8
42,20240126,006-008,C,1,6,3.0,0.5,30.7,33.7
42,20240126,006-008,A,0,008,3.0,0.5,33.5,36.5
42,20240126,006-008,A,0,008,3.0,0.5,36.2,39.2
42,20240126,006-008,C,1,8,3.0,0.5,36.8,39.8
42,20240126,006-008,C,1,6,3.0,0.5,38.0,41.0
42,20240126,006-008,A,0,008,3.0,0.5,40.4,43.4
42,20240126,006-008,D,0,008,3.0,0.5,41.5,44.5
42,20240126,006-008,B,1,8,3.0,0.5,43.7,46.7
42,20240126,006-008,C,1,6,3.0,0.5,47.8,50.8
42,20240126,006-008,A,0,008,3.0,0.5,52.5,55.5
42,20240126,006-008,A,0,008,3.0,0.5,55.4,58.4
42,20240126,006-008,D,0,008,3.0,0.5,57.7,60.7
42,20240126,006-008,A,0,008,3.0,0.5,58.8,61.8
42,20240126,006-008,C,1,8,3.0,0.5,60.0,63.0
42,20240126,006-008,A,0,006,3.0,0.5,63.5,66.5
42,20240126,006-008,B,1,6,3.0,0.5,65.6,68.6
42,20240126,006-008,A,0,008,3.0,0.5,66.9,69.9
42,20240126,006-008,A,0,008,3.0,0.5,68.4,71.4
43,20240126,006-008,A,0,008,3.0,0.5,1.4,4.4
43,20240126,006-008,B,1,8,3.0,0.5,3.6,6.6
43,20240126,006-008,B,1,6,3.0,0.5,5.6,8.6
43,20240126,006-008,B,1,8,3.0,0.5,7.5,10.5
43,20240126,006-008,B,1,6,3.0,0.5,13.6,16.6
43,20240126,006-008,C,1,8,3.0,0.5,13.7,16.7
43,20240126,006-008,B,1,6,3.0,0.5,15.0,18.0
43,20240126,006-008,C,1,8,3.0,0.5,18.8,21.8
43,20240126,006-008,C,1,6,3.0,0.5,23.0,26.0
43,20240126,006-008,B,1,8,3.0,0.5,25.0,28.0
43,20240126,006-008,C,1,6,3.0,0.5,28.3,31.3
43,20240126,006-008,C,1,8,3.0,0.5,29.8,32.8
43,20240126,006-008,B,1,6,3.0,0.5,32.6,35.6
43,20240126,006-008,B,1,8,3.0,0.5,37.4,40.4
43,20240126,006-008,B,1,6,3.0,0.5,42.4,45.4
43,20240126,006-008,A,0,008,3.0,0.5,44.6,47.6
43,20240126,006-008,B,1,8,3.0,0.5,46.1,49.1
43,20240126,006-008,C,1,6,3.0,0.5,50.5,53.5
