scenario,date,pair,case,label,subject_id,window_duration,start_time,end_time,fullbody_onset_time,fullbody_onset_delta_t,fullbody_onset_z_score,hands_onset_time,hands_onset_delta_t,hands_onset_z_score,upper_body_onset_time,upper_body_onset_delta_t,upper_body_onset_z_score,head_onset_time,head_onset_delta_t,head_onset_z_score
26,20240126,006-008,C,1,6,1.5,21.8,23.3,22.031,1.269,2.108,21.898,1.402,2.068,21.931,1.369,2.009,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,1.5,23.3,23.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,1.5,23.7,25.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,1.5,25.2,26.0,25.897,0.103,3.167,25.897,0.103,2.787,25.897,0.103,3.256,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,1.5,26.0,27.5,26.031,1.469,2.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,D,0,008,1.5,31.8,33.3,32.297,1.003,2.243,32.297,1.003,2.102,32.297,1.003,2.153,32.963,0.337,2.378
26,20240126,006-008,A,0,008,1.5,34.5,36.0,34.53,1.47,3.126,34.53,1.47,3.007,34.53,1.47,2.965,-1.0,-1.0,-1.0
26,20240126,006-008,B,1,8,1.5,39.4,40.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,1.5,40.9,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,D,0,008,1.5,42.8,44.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,A,0,008,1.5,48.5,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,B,1,8,1.5,50.0,51.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,1.5,2.2,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,1.5,3.8,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.299,0.001,2.562
27,20231208,005-006,B,1,6,1.5,5.3,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,1.5,6.7,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,006,1.5,6.8,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,006,1.5,8.3,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,B,1,6,1.5,12.5,14.0,13.299,0.701,3.224,12.965,1.035,2.497,12.965,1.035,2.183,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.5,14.3,15.8,-1.0,-1.0,-1.0,15.065,0.735,2.536,15.065,0.735,2.102,-1.0,-1.0,-1.0
27,20231208,005-006,A,0,005,1.5,16.0,17.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,1.5,18.5,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,1.5,20.0,21.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,D,0,008,1.5,21.1,22.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,1.5,22.5,23.5,23.298,0.202,2.666,23.298,0.202,2.78,23.264,0.236,2.245,23.264,0.236,2.783
27,20240126,006-008,B,1,6,1.5,23.5,24.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,1.5,24.9,26.4,25.064,1.336,2.288,24.998,1.402,2.359,24.998,1.402,2.054,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.5,28.3,29.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,1.5,31.0,32.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,1.5,37.2,38.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.5,40.6,42.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,1.5,42.1,43.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,A,0,005,1.5,45.6,47.1,46.429,0.671,2.634,46.429,0.671,3.038,46.429,0.671,2.923,46.195,0.905,2.056
27,20231208,005-006,A,0,005,1.5,47.1,48.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,D,0,005,1.5,49.9,51.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.5,51.5,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,1.5,53.0,54.2,-1.0,-1.0,-1.0,53.995,0.205,2.612,53.995,0.205,2.056,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.5,55.0,56.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.5,56.5,57.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,1.5,59.4,60.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.5,60.9,61.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.5,61.5,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,1.5,63.0,64.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.5,65.1,66.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,1.5,66.6,67.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.5,67.8,69.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.5,72.2,73.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,1.5,79.1,80.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.5,81.0,82.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,1.5,82.5,83.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,1.5,84.5,86.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,1.5,86.0,86.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,1.5,1.8,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,6,1.5,5.6,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,1.5,12.8,14.3,13.265,1.035,3.453,13.265,1.035,3.262,13.265,1.035,3.426,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,1.5,14.7,16.2,15.032,1.168,2.486,15.032,1.168,3.257,15.032,1.168,2.949,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,8,1.5,18.3,19.8,18.465,1.335,2.151,18.898,0.902,2.324,18.831,0.969,2.065,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,1.5,21.2,22.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,1.5,23.7,25.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,1.5,26.7,28.2,-1.0,-1.0,-1.0,26.764,1.436,2.298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,8,1.5,33.7,35.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,1.5,35.4,36.9,35.996,0.904,2.404,35.996,0.904,3.227,35.996,0.904,2.778,-1.0,-1.0,-1.0
28,20240126,006-008,D,0,008,1.5,43.7,45.2,43.729,1.471,3.951,43.729,1.471,3.855,43.729,1.471,3.741,-1.0,-1.0,-1.0
28,20240126,006-008,A,0,008,1.5,45.5,47.0,46.129,0.871,2.041,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,D,0,008,1.5,3.9,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.5,5.6,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.5,9.2,10.7,10.432,0.268,6.071,10.432,0.268,6.212,10.432,0.268,6.026,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.5,14.5,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.5,16.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.5,18.6,20.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.5,20.7,22.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.5,23.9,25.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.5,25.4,26.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.5,27.3,28.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,D,0,008,1.5,28.8,29.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.5,31.0,32.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.5,33.4,34.9,-1.0,-1.0,-1.0,33.763,1.137,2.248,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.5,35.4,36.9,35.863,1.037,2.246,35.863,1.037,2.085,35.863,1.037,2.137,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.5,37.3,38.8,-1.0,-1.0,-1.0,38.03,0.77,2.071,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,8,1.5,41.4,42.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,006,1.5,42.9,44.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,1.5,45.8,47.3,45.929,1.371,2.647,45.929,1.371,2.849,45.929,1.371,2.558,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.5,48.8,50.3,49.128,1.172,2.088,-1.0,-1.0,-1.0,49.128,1.172,2.06,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,1.5,53.4,54.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,1.5,54.9,55.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,D,0,008,1.5,1.4,2.9,2.833,0.067,3.019,2.833,0.067,2.787,2.833,0.067,2.85,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,6,1.5,2.9,4.4,2.933,1.467,3.975,2.933,1.467,4.339,2.933,1.467,3.965,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,1.5,4.4,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,D,0,006,1.5,9.2,10.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,6,1.5,12.0,13.5,12.999,0.501,2.72,12.999,0.501,2.768,12.999,0.501,2.247,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,1.5,15.3,16.8,16.698,0.102,2.737,16.698,0.102,2.044,16.698,0.102,2.365,16.665,0.135,2.737
30,20240126,006-008,B,1,6,1.5,16.8,18.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,1.5,18.8,20.3,19.465,0.835,2.021,19.431,0.869,2.144,19.431,0.869,2.071,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,8,1.5,22.8,24.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.231,0.069,2.076
30,20240126,006-008,C,1,6,1.5,25.7,27.2,27.097,0.103,3.75,25.864,1.336,2.629,25.864,1.336,2.039,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,1.5,27.2,27.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,006,1.5,27.6,28.8,28.53,0.27,3.084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,6,1.5,34.3,35.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,1.5,37.9,39.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,6,1.5,40.1,41.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,1.5,46.8,48.3,46.829,1.471,2.413,46.829,1.471,2.231,46.829,1.471,2.359,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,1.5,54.7,56.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,1.5,1.7,2.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.5,3.7,5.2,5.166,0.034,2.132,4.133,1.067,2.045,5.166,0.034,2.551,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,1.5,6.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.5,7.5,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,1.5,7.9,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,6,1.5,9.8,11.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,1.5,19.5,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.5,23.0,24.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,1.5,27.5,29.0,27.564,1.436,3.101,27.564,1.436,3.387,27.564,1.436,3.286,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,1.5,29.3,30.8,29.664,1.136,2.824,29.664,1.136,3.027,29.664,1.136,2.996,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.5,30.8,31.6,31.23,0.37,2.202,31.097,0.503,2.244,31.23,0.37,2.61,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,1.5,33.4,34.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.5,34.9,35.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,1.5,40.7,42.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,1.5,43.1,44.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,1.5,47.2,48.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,1.5,49.8,51.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,1.5,57.1,58.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,6,1.5,58.6,59.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,20240126,006-008,C,1,8,1.5,2.6,3.4,2.8,0.6,6.562,2.8,0.6,6.575,2.8,0.6,6.451,-1.0,-1.0,-1.0
32,20240126,006-008,B,1,6,1.5,5.0,6.5,5.766,0.734,2.167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,20240126,006-008,C,1,8,1.5,7.2,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
