scenario,date,pair,case,label,subject_id,window_duration,start_time,end_time,fullbody_onset_time,fullbody_onset_delta_t,fullbody_onset_z_score,hands_onset_time,hands_onset_delta_t,hands_onset_z_score,upper_body_onset_time,upper_body_onset_delta_t,upper_body_onset_z_score,head_onset_time,head_onset_delta_t,head_onset_z_score
13,20231208,005-006,D,0,006,2.0,38.5,40.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,A,0,006,2.0,40.7,42.7,-1.0,-1.0,-1.0,40.963,1.737,2.406,40.963,1.737,2.216,-1.0,-1.0,-1.0
13,20231208,005-006,A,0,006,2.0,45.3,47.3,46.895,0.405,3.497,46.895,0.405,3.363,46.862,0.438,2.3,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,6,2.0,47.3,48.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,5,2.0,48.9,50.8,49.928,0.872,2.229,49.962,0.838,2.087,49.928,0.872,2.583,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,6,2.0,50.8,51.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,5,2.0,51.7,53.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,6,2.0,53.1,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,20231208,005-006,C,1,5,2.0,54.0,54.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,2.0,8.4,10.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,2.0,10.4,11.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,2.0,17.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,2.0,21.3,23.3,22.031,1.269,2.108,21.898,1.402,2.068,21.931,1.369,2.009,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,2.0,23.3,23.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,2.0,23.5,25.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,8,2.0,25.2,26.0,25.897,0.103,3.167,25.897,0.103,2.787,25.897,0.103,3.256,-1.0,-1.0,-1.0
26,20240126,006-008,C,1,6,2.0,26.0,27.5,26.031,1.469,2.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,D,0,008,2.0,31.3,33.3,32.297,1.003,2.243,32.297,1.003,2.102,32.297,1.003,2.153,32.963,0.337,2.378
26,20240126,006-008,A,0,008,2.0,34.0,36.0,34.097,1.903,2.129,34.13,1.87,4.179,34.13,1.87,4.159,-1.0,-1.0,-1.0
26,20240126,006-008,B,1,8,2.0,38.9,40.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.329,1.571,2.109
26,20240126,006-008,C,1,6,2.0,40.9,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,D,0,008,2.0,42.3,44.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,20240126,006-008,A,0,008,2.0,48.0,50.0,48.229,1.771,2.73,48.229,1.771,2.308,48.229,1.771,2.38,-1.0,-1.0,-1.0
26,20240126,006-008,B,1,8,2.0,50.0,51.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,2.0,2.2,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,2.0,3.5,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.299,0.001,2.562
27,20231208,005-006,B,1,6,2.0,5.3,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,2.0,6.7,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,006,2.0,6.8,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,006,2.0,8.3,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,B,1,6,2.0,12.0,14.0,13.299,0.701,3.224,12.965,1.035,2.497,12.965,1.035,2.183,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,2.0,14.0,15.8,-1.0,-1.0,-1.0,15.065,0.735,2.536,15.065,0.735,2.102,-1.0,-1.0,-1.0
27,20231208,005-006,A,0,005,2.0,15.8,17.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,2.0,18.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,2.0,20.0,21.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,D,0,008,2.0,21.1,22.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,5,2.0,22.5,23.5,23.298,0.202,2.666,23.298,0.202,2.78,23.264,0.236,2.245,23.264,0.236,2.783
27,20240126,006-008,B,1,6,2.0,23.5,24.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,C,1,6,2.0,24.4,26.4,25.064,1.336,2.288,24.464,1.936,2.037,24.731,1.669,2.37,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,2.0,27.8,29.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,2.0,30.5,32.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,2.0,36.7,38.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,2.0,40.1,42.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,2.0,42.1,43.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,A,0,005,2.0,45.1,47.1,46.429,0.671,2.634,46.429,0.671,3.038,46.429,0.671,2.923,46.195,0.905,2.056
27,20231208,005-006,A,0,005,2.0,47.1,48.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20231208,005-006,D,0,005,2.0,49.4,51.4,49.495,1.905,2.955,49.495,1.905,3.57,49.495,1.905,3.298,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,2.0,51.4,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,2.0,53.0,54.2,-1.0,-1.0,-1.0,53.995,0.205,2.612,53.995,0.205,2.056,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,2.0,54.5,56.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,2.0,56.5,57.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,2.0,58.9,60.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,2.0,60.9,61.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,2.0,61.5,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,A,0,008,2.0,63.0,64.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,2.0,64.6,66.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,6,2.0,66.6,67.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,2.0,67.3,69.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,2.0,71.7,73.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,2.0,78.6,80.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,2.0,80.6,82.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,C,1,8,2.0,82.5,83.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,6,2.0,84.0,86.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,20240126,006-008,B,1,8,2.0,86.0,86.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,2.0,1.3,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,6,2.0,5.1,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,2.0,12.3,14.3,13.265,1.035,3.453,13.265,1.035,3.262,13.265,1.035,3.426,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,2.0,14.3,16.2,15.032,1.168,2.486,15.032,1.168,3.257,15.032,1.168,2.949,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,8,2.0,17.8,19.8,18.465,1.335,2.151,18.898,0.902,2.324,18.831,0.969,2.065,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,2.0,20.7,22.7,20.731,1.969,2.993,20.731,1.969,4.043,20.731,1.969,3.347,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,8,2.0,23.2,25.2,23.298,1.902,2.697,23.298,1.902,2.579,23.298,1.902,2.602,-1.0,-1.0,-1.0
28,20240126,006-008,C,1,6,2.0,26.2,28.2,-1.0,-1.0,-1.0,26.764,1.436,2.298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,20240126,006-008,B,1,8,2.0,33.2,35.2,33.263,1.937,2.498,33.43,1.77,2.446,33.263,1.937,2.292,33.463,1.737,2.273
28,20240126,006-008,C,1,6,2.0,35.2,36.9,35.996,0.904,2.404,35.996,0.904,3.227,35.996,0.904,2.778,-1.0,-1.0,-1.0
28,20240126,006-008,D,0,008,2.0,43.2,45.2,43.496,1.704,2.34,43.496,1.704,2.265,43.496,1.704,2.223,-1.0,-1.0,-1.0
28,20240126,006-008,A,0,008,2.0,45.2,47.0,45.295,1.705,6.138,45.295,1.705,6.435,45.295,1.705,6.232,-1.0,-1.0,-1.0
29,20240126,006-008,D,0,008,2.0,3.4,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,2.0,5.4,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,2.0,8.7,10.7,8.932,1.768,2.485,8.899,1.801,2.022,8.932,1.768,2.601,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,2.0,14.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,2.0,16.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,2.0,18.1,20.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,2.0,20.2,22.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,2.0,23.4,25.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,2.0,25.4,26.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,2.0,26.8,28.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,D,0,008,2.0,28.8,29.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,2.0,30.5,32.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,2.0,32.9,34.9,32.93,1.97,2.091,32.93,1.97,2.195,32.93,1.97,2.178,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,2.0,34.9,36.9,35.863,1.037,2.246,35.863,1.037,2.085,35.863,1.037,2.137,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,2.0,36.9,38.8,-1.0,-1.0,-1.0,36.93,1.87,3.035,36.93,1.87,2.259,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,8,2.0,40.9,42.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,006,2.0,42.9,44.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,B,1,6,2.0,45.3,47.3,45.929,1.371,2.647,45.929,1.371,2.849,45.929,1.371,2.558,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,2.0,48.3,50.3,48.695,1.605,2.69,48.695,1.605,2.392,48.695,1.605,2.644,-1.0,-1.0,-1.0
29,20240126,006-008,A,0,008,2.0,52.9,54.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29,20240126,006-008,C,1,8,2.0,54.9,55.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,D,0,008,2.0,1.0,2.9,2.833,0.067,3.019,2.833,0.067,2.787,2.833,0.067,2.85,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,6,2.0,2.9,4.4,2.933,1.467,3.975,2.933,1.467,4.339,2.933,1.467,3.965,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,2.0,4.4,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,D,0,006,2.0,8.7,10.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,6,2.0,11.5,13.5,12.999,0.501,2.72,12.999,0.501,2.768,12.999,0.501,2.247,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,2.0,14.8,16.8,16.698,0.102,2.737,16.698,0.102,2.044,16.698,0.102,2.365,16.665,0.135,2.737
30,20240126,006-008,B,1,6,2.0,16.8,18.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,2.0,18.3,20.3,19.465,0.835,2.021,19.431,0.869,2.144,19.431,0.869,2.071,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,8,2.0,22.3,24.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.231,0.069,2.076
30,20240126,006-008,C,1,6,2.0,25.2,27.2,27.097,0.103,3.75,25.631,1.569,2.438,25.864,1.336,2.039,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,2.0,27.2,27.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,006,2.0,27.6,28.8,28.53,0.27,3.084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,6,2.0,33.8,35.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,C,1,8,2.0,37.4,39.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,B,1,6,2.0,39.6,41.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
30,20240126,006-008,A,0,008,2.0,46.3,48.3,46.829,1.471,2.413,46.829,1.471,2.231,46.829,1.471,2.359,46.662,1.638,2.109
30,20240126,006-008,A,0,008,2.0,54.2,56.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,2.0,1.7,2.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,2.0,3.2,5.2,5.166,0.034,2.132,4.133,1.067,2.045,5.166,0.034,2.551,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,2.0,5.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,2.0,7.5,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,2.0,7.9,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,6,2.0,9.3,11.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,2.0,19.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,2.0,22.5,24.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,2.0,27.0,29.0,27.297,1.703,2.57,27.297,1.703,2.701,27.297,1.703,2.723,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,2.0,29.0,30.8,29.664,1.136,2.824,29.664,1.136,3.027,29.664,1.136,2.996,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,2.0,30.8,31.6,31.23,0.37,2.202,31.097,0.503,2.244,31.23,0.37,2.61,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,2.0,32.9,34.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,2.0,34.9,35.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,8,2.0,40.2,42.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,C,1,6,2.0,42.6,44.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,2.0,46.7,48.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,A,0,008,2.0,49.3,51.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,8,2.0,56.6,58.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,20240126,006-008,B,1,6,2.0,58.6,59.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,20240126,006-008,C,1,8,2.0,2.6,3.4,2.8,0.6,6.562,2.8,0.6,6.575,2.8,0.6,6.451,-1.0,-1.0,-1.0
32,20240126,006-008,B,1,6,2.0,4.5,6.5,5.766,0.734,2.167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,20240126,006-008,C,1,8,2.0,6.7,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.733,1.967,2.457
32,20240126,006-008,B,1,6,2.0,9.4,11.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
